Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2011-12,20,CLE,NBA,PF,60,25,1424,194,442,.439,0,2,.000,194,440,.441,.439,106,192,.552,187,202,389,27,27,62,81,134,494,0,
2012-13,21,CLE,NBA,PF,82,82,2564,390,799,.488,0,3,.000,390,796,.490,.488,177,291,.608,306,467,773,108,60,71,123,234,957,0,
2013-14,22,CLE,NBA,PF,82,82,2594,363,761,.477,0,1,.000,363,760,.478,.477,235,339,.693,269,485,754,72,42,35,108,188,961,0,
2014-15,23,CLE,NBA,PF,82,15,2194,267,488,.547,0,0,,267,488,.547,.547,159,248,.641,274,383,657,39,34,61,83,189,693,0,6MOY-5
2015-16,24,CLE,NBA,PF,82,34,2269,247,420,.588,0,0,,247,420,.588,.588,149,242,.616,268,470,738,62,38,51,61,202,643,0,6MOY-10
2016-17,25,CLE,NBA,C,78,78,2336,262,437,.600,0,3,.000,262,434,.604,.600,106,213,.498,286,429,715,77,39,84,64,176,630,0,
2017-18,26,CLE,NBA,C,53,22,1072,132,235,.562,0,0,,132,235,.562,.562,43,79,.544,126,226,352,33,16,17,36,102,307,0,
2018-19,27,CLE,NBA,C,43,40,1198,201,380,.529,0,0,,201,380,.529,.529,68,106,.642,173,265,438,86,28,16,59,89,470,0,
2019-20,28,CLE,NBA,C,57,51,1721,288,562,.512,9,23,.391,279,539,.518,.520,99,161,.615,226,351,577,120,33,50,103,124,684,0,
2020-21,29,BOS,NBA,C,54,43,1287,169,326,.518,0,3,.000,169,323,.523,.518,71,120,.592,169,270,439,67,24,33,62,119,409,0,
2021-22,30,3TM,NBA,C,57,6,897,141,267,.528,1,3,.333,140,264,.530,.530,61,116,.526,120,168,288,34,23,21,45,98,344,0,
2021-22,30,SAC,NBA,C,30,3,455,76,151,.503,1,1,1.000,75,150,.500,.507,32,60,.533,72,89,161,18,11,12,29,52,185,0,
2021-22,30,IND,NBA,C,4,0,66,13,24,.542,0,0,,13,24,.542,.542,3,8,.375,7,11,18,2,0,2,4,7,29,0,
2021-22,30,CHI,NBA,C,23,3,376,52,92,.565,0,2,.000,52,90,.578,.565,26,48,.542,41,68,109,14,12,7,12,39,130,0,
2022-23,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned
2023-24,32,CLE,NBA,C,49,0,549,73,120,.608,0,1,.000,73,119,.613,.608,15,52,.288,73,101,174,51,12,14,29,59,161,0,
2024-25,33,CLE,NBA,C,40,0,328,31,71,.437,0,3,.000,31,68,.456,.437,7,30,.233,32,102,134,24,2,11,14,36,69,0,
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,819,478,20433,2758,5308,.520,10,42,.238,2748,5266,.522,.521,1296,2189,.592,2509,3919,6428,800,378,526,868,1750,6822,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,48,2046,276,531,.520,1,4,.238,275,527,.522,.521,130,219,.592,251,392,644,80,38,53,87,175,683,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (11 Yrs),CLE (11 Yrs),CLE (11 Yrs),CLE (11 Yrs),,708,429,18249,2448,4715,.519,9,36,.250,2439,4679,.521,.520,1164,1953,.596,2220,3481,5701,699,331,472,761,1533,6069,0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,54,43,1287,169,326,.518,0,3,.000,169,323,.523,.518,71,120,.592,169,270,439,67,24,33,62,119,409,0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,30,3,455,76,151,.503,1,1,1.000,75,150,.500,.507,32,60,.533,72,89,161,18,11,12,29,52,185,0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,23,3,376,52,92,.565,0,2,.000,52,90,.578,.565,26,48,.542,41,68,109,14,12,7,12,39,130,0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,4,0,66,13,24,.542,0,0,,13,24,.542,.542,3,8,.375,7,11,18,2,0,2,4,7,29,0,
