"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2003-04,20.0,UTA,NBA,42:34,8.0,13.0,2.0,4.0,6.0,11.0,5.0,8.0,4.0,7.0,9.0,5.0,3.0,3.0,3.0,6.0,18.0,13.1
2004-05,21.0,CLE,NBA,42:51,7.0,12.0,3.0,4.0,7.0,9.0,4.0,6.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,17.0,18.2
2005-06,22.0,CLE,NBA,39:09,7.0,13.0,4.0,8.0,4.0,7.0,5.0,6.0,2.0,5.0,7.0,4.0,3.0,1.0,4.0,6.0,21.0,17.8
2006-07,23.0,CLE,NBA,46:28,9.0,21.0,6.0,9.0,7.0,18.0,8.0,10.0,3.0,6.0,7.0,6.0,4.0,3.0,5.0,6.0,25.0,19.8
2007-08,24.0,CLE,NBA,44:04,9.0,17.0,5.0,9.0,6.0,11.0,4.0,6.0,5.0,6.0,8.0,7.0,3.0,1.0,4.0,6.0,24.0,16.3
2008-09,25.0,CLE,NBA,43:06,9.0,18.0,4.0,6.0,7.0,13.0,2.0,7.0,3.0,8.0,9.0,4.0,2.0,3.0,5.0,6.0,20.0,19.3
2009-10,26.0,MIN,NBA,29:46,7.0,14.0,4.0,6.0,5.0,9.0,3.0,5.0,2.0,9.0,10.0,3.0,3.0,1.0,4.0,6.0,17.0,15.1
2010-11,27.0,TOT,NBA,34:57,7.0,10.0,4.0,5.0,4.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,19.0,12.4
2010-11,27.0,DAL,NBA,24:17,5.0,7.0,3.0,4.0,4.0,5.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,11.0,10.5
2010-11,27.0,NOH,NBA,21:17,2.0,8.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,4.0,1.0,2.0,4.0,2.5
2010-11,27.0,BOS,NBA,34:57,7.0,10.0,4.0,5.0,3.0,5.0,1.0,3.0,1.0,4.0,4.0,2.0,2.0,0.0,2.0,3.0,19.0,12.4
2011-12,28.0,BOS,NBA,33:57,7.0,10.0,2.0,5.0,5.0,6.0,1.0,2.0,1.0,7.0,7.0,3.0,3.0,2.0,3.0,4.0,16.0,14.0
2012-13,29.0,POR,NBA,41:33,5.0,12.0,2.0,5.0,5.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,4.0,1.0,2.0,5.0,10.0,8.4
Career,,,,46:28,9.0,21.0,6.0,9.0,7.0,18.0,8.0,10.0,5.0,9.0,10.0,7.0,4.0,4.0,5.0,6.0,25.0,19.8
,,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,CLE,NBA,46:28,9.0,21.0,6.0,9.0,7.0,18.0,8.0,10.0,5.0,8.0,9.0,7.0,4.0,3.0,5.0,6.0,25.0,19.8
2 Seasons,,BOS,NBA,34:57,7.0,10.0,4.0,5.0,5.0,6.0,1.0,3.0,1.0,7.0,7.0,3.0,3.0,2.0,3.0,4.0,19.0,14.0
1 Season,,UTA,NBA,42:34,8.0,13.0,2.0,4.0,6.0,11.0,5.0,8.0,4.0,7.0,9.0,5.0,3.0,3.0,3.0,6.0,18.0,13.1
1 Season,,MIN,NBA,29:46,7.0,14.0,4.0,6.0,5.0,9.0,3.0,5.0,2.0,9.0,10.0,3.0,3.0,1.0,4.0,6.0,17.0,15.1
1 Season,,POR,NBA,41:33,5.0,12.0,2.0,5.0,5.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,4.0,1.0,2.0,5.0,10.0,8.4
1 Season,,DAL,NBA,24:17,5.0,7.0,3.0,4.0,4.0,5.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,11.0,10.5
1 Season,,NOH,NBA,21:17,2.0,8.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,4.0,1.0,2.0,4.0,2.5
