Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2005-06,22,CLE,NBA,SG,3.0,0.0,4.0,-18.4,0.0,0.5,0.0,0.0,29.5,14.9,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,-0.476,-17.4,-8.5,-25.9,0.0,
2006-07,23,CLE,NBA,SG,20.0,20.0,616.0,6.7,0.447,0.307,0.19,2.5,7.3,4.9,9.5,1.7,0.7,14.9,18.8,-0.7,0.8,0.1,0.01,-3.9,0.3,-3.6,-0.2,
2007-08,24,CLE,NBA,SG,8.0,0.0,111.0,5.7,0.489,0.346,0.231,6.4,4.5,5.5,1.6,1.0,0.0,6.5,13.1,0.1,0.1,0.2,0.073,-3.0,0.5,-2.5,0.0,
2008-09,25,CLE,NBA,SF,11.0,0.0,91.0,10.0,0.539,0.4,0.15,1.5,19.3,10.6,7.2,2.5,0.0,12.3,12.9,0.0,0.2,0.2,0.098,-1.7,2.4,0.6,0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,28,BOS,NBA,SF,10.0,0.0,40.0,1.0,0.389,0.556,0.0,6.2,8.6,7.4,4.0,1.4,2.0,30.8,15.9,-0.1,0.0,-0.1,-0.1,-6.6,-0.4,-7.0,-0.1,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,52.0,20.0,862.0,6.5,0.453,0.329,0.183,3.0,8.4,5.7,8.0,1.7,0.6,14.5,17.4,-0.8,1.1,0.4,0.02,-3.8,0.5,-3.3,-0.3,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,32.0,1359.0,6.5,0.453,0.329,0.183,3.0,8.4,5.7,8.0,1.7,0.6,14.5,17.4,-1.2,1.8,0.6,0.02,-3.8,0.5,-3.3,-0.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (4 Yrs),CLE (4 Yrs),CLE (4 Yrs),CLE (4 Yrs),,42.0,20.0,822.0,6.8,0.456,0.321,0.19,2.9,8.3,5.6,8.2,1.7,0.5,13.8,17.4,-0.7,1.1,0.4,0.026,-3.6,0.6,-3.1,-0.2,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,10.0,0.0,40.0,1.0,0.389,0.556,0.0,6.2,8.6,7.4,4.0,1.4,2.0,30.8,15.9,-0.1,0.0,-0.1,-0.1,-6.6,-0.4,-7.0,-0.1,
