Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2012-13,25,OKC,NBA,C,4,0,26,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,2.0,9.9,11.9,0.0,2.0,0.0,4.0,13.9,4.0,59.0,102,
2013-14,26,OKC,NBA,C,2,0,7,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,,117,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,6,0,33,1.6,3.1,0.5,0.0,0.0,1.6,3.1,0.5,0.5,0.0,0.0,1.6,7.8,9.4,0.0,1.6,0.0,3.1,17.3,3.1,59.0,105,
