"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2004-05,25,SEA,NBA,SG,4.0,0.0,62.0,0.0,86.0,14.0,0.0,0.0,0.2,1.5,1.0,1.0,3.0,0.0,2.0,,12.0,1.0,3.0,
2005-06,26,CLE,NBA,SG,13.0,5.0,399.0,22.0,77.0,1.0,0.0,0.0,-6.1,-6.4,3.0,4.0,12.0,1.0,14.0,1.0,46.0,2.0,11.0,
2006-07,27,DET,NBA,SG,12.0,0.0,136.0,32.0,64.0,4.0,0.0,0.0,-4.1,-9.2,3.0,4.0,2.0,0.0,6.0,0.0,33.0,1.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,29,ATL,NBA,SG,11.0,0.0,341.0,32.0,69.0,0.0,0.0,0.0,-7.6,4.2,7.0,5.0,7.0,2.0,16.0,1.0,64.0,2.0,8.0,
2009-10,30,CHI,NBA,SG,5.0,0.0,97.0,0.0,63.0,37.0,0.0,0.0,-5.9,7.8,0.0,1.0,2.0,0.0,3.0,1.0,21.0,0.0,1.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,45.0,5.0,1035.0,23.0,72.0,5.0,0.0,0.0,-5.9,-1.5,14.0,15.0,26.0,3.0,41.0,3.0,176.0,6.0,25.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,9.0,1886.0,23.0,72.0,5.0,0.0,0.0,-5.9,-1.5,26.0,27.0,47.0,5.0,75.0,,321.0,11.0,46.0,
,,,,,,,,,,,,,,,,,,,,,,,,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,13.0,5.0,399.0,22.0,77.0,1.0,0.0,0.0,-6.1,-6.4,3.0,4.0,12.0,1.0,14.0,1.0,46.0,2.0,11.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,12.0,0.0,136.0,32.0,64.0,4.0,0.0,0.0,-4.1,-9.2,3.0,4.0,2.0,0.0,6.0,0.0,33.0,1.0,2.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,11.0,0.0,341.0,32.0,69.0,0.0,0.0,0.0,-7.6,4.2,7.0,5.0,7.0,2.0,16.0,1.0,64.0,2.0,8.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,5.0,0.0,97.0,0.0,63.0,37.0,0.0,0.0,-5.9,7.8,0.0,1.0,2.0,0.0,3.0,1.0,21.0,0.0,1.0,
SEA (1 Yr),SEA (1 Yr),SEA (1 Yr),SEA (1 Yr),,4.0,0.0,62.0,0.0,86.0,14.0,0.0,0.0,0.2,1.5,1.0,1.0,3.0,0.0,2.0,,12.0,1.0,3.0,
