Season,Team,Lg,Salary
2014-15,Brooklyn Nets,NBA,"$507,336"
2015-16,Brooklyn Nets,NBA,"$845,059"
2017-18,Houston Rockets,NBA,< $Minimum
Career,(may be incomplete),,"$1,352,395"
