"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2018-19,20,HOU,NBA,WC1,UTA,W (4-1),2.0,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,24,NYK,NBA,EC1,CLE,W (4-1),5.0,19.8,4.2,5.4,2.0,1.0,0.8,7.0,16.0,0.438,0.0,0.0,,7.0,16.0,0.438,0.438,7.0,11.0,0.636,10.0,17.0,27.0,10.0,5.0,4.0,5.0,14.0,21.0,
2022-23,24,NYK,NBA,ECS,MIA,L (2-4),6.0,20.2,2.2,4.0,0.7,0.7,1.8,4.0,7.0,0.571,0.0,0.0,,4.0,7.0,0.571,0.571,5.0,5.0,1.0,13.0,11.0,24.0,4.0,4.0,11.0,0.0,15.0,13.0,
2023-24,25,NYK,NBA,EC1,PHI,W (4-2),6.0,26.3,10.3,6.5,2.7,0.3,1.3,27.0,45.0,0.6,0.0,1.0,0.0,27.0,44.0,0.614,0.6,8.0,10.0,0.8,21.0,18.0,39.0,16.0,2.0,8.0,10.0,25.0,62.0,
2023-24,26,NYK,NBA,ECS,IND,L (3-4),7.0,32.7,6.9,9.0,4.3,0.3,0.6,18.0,31.0,0.581,1.0,1.0,1.0,17.0,30.0,0.567,0.597,11.0,12.0,0.917,28.0,35.0,63.0,30.0,2.0,4.0,9.0,16.0,48.0,
2024-25,26,OKC,NBA,WC1,MEM,W (4-0),4.0,23.5,9.0,8.8,3.8,1.3,0.3,16.0,25.0,0.64,0.0,0.0,,16.0,25.0,0.64,0.64,4.0,6.0,0.667,13.0,22.0,35.0,15.0,5.0,1.0,7.0,9.0,36.0,
2024-25,27,OKC,NBA,WCS,DEN,W (4-3),7.0,27.1,11.0,8.7,2.3,0.6,0.7,36.0,61.0,0.59,0.0,0.0,,36.0,61.0,0.59,0.59,5.0,7.0,0.714,23.0,38.0,61.0,16.0,4.0,5.0,7.0,26.0,77.0,
2024-25,27,OKC,NBA,WCF,MIN,W (4-1),5.0,19.6,6.8,6.0,0.8,0.8,0.8,17.0,25.0,0.68,0.0,0.0,,17.0,25.0,0.68,0.68,0.0,1.0,0.0,8.0,22.0,30.0,4.0,4.0,4.0,6.0,11.0,34.0,
2024-25,27,OKC,NBA,FIN,IND,W (4-3),7.0,19.1,5.6,6.7,2.3,0.9,0.3,14.0,23.0,0.609,0.0,0.0,,14.0,23.0,0.609,0.609,11.0,16.0,0.688,19.0,28.0,47.0,16.0,6.0,2.0,7.0,11.0,39.0,
4 Yrs (9 Series),4 Yrs (9 Series),4 Yrs (9 Series),4 Yrs (9 Series),4 Yrs (9 Series),4 Yrs (9 Series),7-2,49.0,23.0,6.8,6.7,2.3,0.7,0.8,141.0,235.0,0.6,1.0,2.0,0.5,140.0,233.0,0.601,0.602,51.0,68.0,0.75,136.0,191.0,327.0,111.0,32.0,39.0,51.0,128.0,334.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),2-0,6.0,16.0,6.7,6.0,2.5,0.8,0.2,18.0,27.0,0.667,0.0,0.0,,18.0,27.0,0.667,0.667,4.0,6.0,0.667,14.0,22.0,36.0,15.0,5.0,1.0,7.0,10.0,40.0,
EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),2-0,11.0,23.4,7.5,6.0,2.4,0.6,1.1,34.0,61.0,0.557,0.0,1.0,0.0,34.0,60.0,0.567,0.557,15.0,21.0,0.714,31.0,35.0,66.0,26.0,7.0,12.0,15.0,39.0,83.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),1-0,7.0,27.1,11.0,8.7,2.3,0.6,0.7,36.0,61.0,0.59,0.0,0.0,,36.0,61.0,0.59,0.59,5.0,7.0,0.714,23.0,38.0,61.0,16.0,4.0,5.0,7.0,26.0,77.0,
ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),0-2,13.0,26.9,4.7,6.7,2.6,0.5,1.2,22.0,38.0,0.579,1.0,1.0,1.0,21.0,37.0,0.568,0.592,16.0,17.0,0.941,41.0,46.0,87.0,34.0,6.0,15.0,9.0,31.0,61.0,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),1-0,5.0,19.6,6.8,6.0,0.8,0.8,0.8,17.0,25.0,0.68,0.0,0.0,,17.0,25.0,0.68,0.68,0.0,1.0,0.0,8.0,22.0,30.0,4.0,4.0,4.0,6.0,11.0,34.0,
FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),1-0,7.0,19.1,5.6,6.7,2.3,0.9,0.3,14.0,23.0,0.609,0.0,0.0,,14.0,23.0,0.609,0.609,11.0,16.0,0.688,19.0,28.0,47.0,16.0,6.0,2.0,7.0,11.0,39.0,
