Season,Team,Lg,Salary
2014-15,Philadelphia 76ers,NBA,"$400,000"
2015-16,Philadelphia 76ers,NBA,"$750,000"
2016-17,Dallas Mavericks,NBA,"$105,498"
Career,(may be incomplete),,"$1,255,498"
