"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2007-08,23.0,ATL,NBA,31:50,6.0,11.0,1.0,3.0,6.0,11.0,4.0,5.0,2.0,5.0,5.0,8.0,3.0,0.0,4.0,5.0,16.0,14.0
2008-09,24.0,ATL,NBA,28:22,6.0,11.0,1.0,3.0,5.0,10.0,9.0,10.0,1.0,6.0,6.0,7.0,2.0,1.0,2.0,4.0,20.0,20.2
2009-10,25.0,TOT,NBA,32:10,7.0,12.0,1.0,3.0,6.0,10.0,7.0,7.0,2.0,3.0,3.0,4.0,5.0,1.0,5.0,3.0,22.0,21.2
2009-10,25.0,GSW,NBA,24:23,3.0,4.0,1.0,1.0,3.0,4.0,4.0,7.0,0.0,1.0,1.0,2.0,5.0,0.0,1.0,3.0,10.0,12.6
2009-10,25.0,CHA,NBA,8:17,1.0,6.0,0.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.4
2009-10,25.0,CHI,NBA,32:10,7.0,12.0,1.0,3.0,6.0,10.0,7.0,7.0,2.0,3.0,3.0,4.0,1.0,0.0,5.0,2.0,22.0,21.2
2010-11,26.0,TOT,NBA,31:37,6.0,11.0,2.0,5.0,6.0,11.0,6.0,6.0,2.0,4.0,4.0,6.0,2.0,0.0,5.0,4.0,15.0,15.9
2010-11,26.0,MEM,NBA,13:55,2.0,5.0,0.0,2.0,2.0,5.0,3.0,6.0,1.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,4.0,3.0
2010-11,26.0,GSW,NBA,31:37,6.0,11.0,2.0,5.0,6.0,11.0,6.0,6.0,2.0,4.0,4.0,6.0,2.0,0.0,5.0,4.0,15.0,15.9
Career,,,,32:10,7.0,12.0,2.0,5.0,6.0,11.0,9.0,10.0,2.0,6.0,6.0,8.0,5.0,1.0,5.0,5.0,22.0,21.2
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,ATL,NBA,31:50,6.0,11.0,1.0,3.0,6.0,11.0,9.0,10.0,2.0,6.0,6.0,8.0,3.0,1.0,4.0,5.0,20.0,20.2
2 Seasons,,GSW,NBA,31:37,6.0,11.0,2.0,5.0,6.0,11.0,6.0,7.0,2.0,4.0,4.0,6.0,5.0,0.0,5.0,4.0,15.0,15.9
1 Season,,CHI,NBA,32:10,7.0,12.0,1.0,3.0,6.0,10.0,7.0,7.0,2.0,3.0,3.0,4.0,1.0,0.0,5.0,2.0,22.0,21.2
1 Season,,MEM,NBA,13:55,2.0,5.0,0.0,2.0,2.0,5.0,3.0,6.0,1.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,4.0,3.0
1 Season,,CHA,NBA,8:17,1.0,6.0,0.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.4
