Highlight,Unnamed: 1,In Stathead
"Career high, Points",27.0,View full stats from top 20 games
"Career high, Rebounds",16.0,View full stats from top 20 games
"Career high, Assists",5.0,View full stats from top 20 games
"Career high, Steals",6.0,View full stats from top 20 games
"Career high, Blocks",9.0,View full stats from top 20 games
"Career high, Game Score",29.7,View full stats from top 20 games
