"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2008-09,20.0,MIA,NBA,35:38,11.0,25.0,2.0,4.0,11.0,21.0,7.0,7.0,4.0,11.0,15.0,3.0,2.0,2.0,3.0,3.0,22.0,13.5
2009-10,21.0,MIA,NBA,33:57,7.0,14.0,1.0,1.0,7.0,13.0,3.0,4.0,3.0,6.0,8.0,2.0,3.0,0.0,5.0,4.0,16.0,10.1
2013-14,25.0,MIA,NBA,17:01,4.0,7.0,0.0,0.0,4.0,7.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,9.0,5.5
2015-16,27.0,HOU,NBA,22:59,6.0,13.0,1.0,2.0,5.0,11.0,4.0,4.0,1.0,6.0,7.0,2.0,1.0,0.0,3.0,2.0,17.0,10.5
2016-17,28.0,MIL,NBA,20:16,5.0,9.0,3.0,3.0,2.0,7.0,0.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,5.0,13.0,6.3
Career,,,,35:38,11.0,25.0,3.0,4.0,11.0,21.0,7.0,7.0,4.0,11.0,15.0,3.0,3.0,2.0,5.0,5.0,22.0,13.5
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,MIA,NBA,35:38,11.0,25.0,2.0,4.0,11.0,21.0,7.0,7.0,4.0,11.0,15.0,3.0,3.0,2.0,5.0,4.0,22.0,13.5
1 Season,,HOU,NBA,22:59,6.0,13.0,1.0,2.0,5.0,11.0,4.0,4.0,1.0,6.0,7.0,2.0,1.0,0.0,3.0,2.0,17.0,10.5
1 Season,,MIL,NBA,20:16,5.0,9.0,3.0,3.0,2.0,7.0,0.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,5.0,13.0,6.3
