"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2015-16,22,DET,NBA,SG,4.0,4.0,161.0,0.44,0.435,0.444,0.56,0.714,0.575,0.14,0.54,97.0,88.0,126.0,111.0,94.0,106.0,51.0,190.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,26,LAL,NBA,SG,21.0,21.0,608.0,0.418,0.486,0.378,0.537,0.815,0.56,0.143,0.63,91.0,93.0,106.0,102.0,105.0,99.0,55.0,164.0,
2020-21,27,LAL,NBA,SG,5.0,5.0,146.0,0.379,0.7,0.211,0.448,1.0,0.497,0.172,0.655,81.0,132.0,57.0,83.0,129.0,87.0,70.0,167.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,29,DEN,NBA,SG,20.0,20.0,671.0,0.457,0.557,0.38,0.565,0.829,0.598,0.216,0.568,96.0,102.0,105.0,104.0,106.0,103.0,81.0,147.0,
2023-24,30,DEN,NBA,SG,12.0,12.0,420.0,0.395,0.516,0.327,0.5,1.0,0.534,0.128,0.64,83.0,95.0,89.0,91.0,128.0,92.0,52.0,162.0,
2024-25,31,ORL,NBA,SG,5.0,5.0,163.0,0.267,0.286,0.261,0.367,0.75,0.394,0.133,0.767,57.0,52.0,72.0,68.0,96.0,68.0,55.0,182.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,67.0,67.0,2169.0,0.418,0.512,0.358,0.527,0.843,0.556,0.163,0.614,90.0,96.0,100.0,99.0,108.0,97.0,63.0,162.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,32.0,32.0,1091.0,0.435,0.545,0.361,0.542,0.87,0.576,0.185,0.593,92.0,100.0,99.0,99.0,111.0,99.0,71.0,152.0,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,26.0,26.0,754.0,0.413,0.513,0.355,0.525,0.844,0.552,0.147,0.633,89.0,98.0,99.0,99.0,109.0,98.0,57.0,164.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,5.0,5.0,163.0,0.267,0.286,0.261,0.367,0.75,0.394,0.133,0.767,57.0,52.0,72.0,68.0,96.0,68.0,55.0,182.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,4.0,4.0,161.0,0.44,0.435,0.444,0.56,0.714,0.575,0.14,0.54,97.0,88.0,126.0,111.0,94.0,106.0,51.0,190.0,
