Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2009-10,20,MIN,NBA,PG,81,81,2339,8.5,20.3,.417,1.6,4.6,.358,6.8,15.7,.434,.457,4.8,5.8,.826,0.5,3.6,4.1,7.6,1.8,0.0,5.0,2.1,23.4,97,114,ROY-5
2010-11,21,MIN,NBA,PG,53,8,983,5.5,15.0,.365,1.6,5.1,.310,3.9,9.9,.393,.417,1.6,2.1,.762,0.6,3.3,3.9,9.2,1.7,0.2,5.7,2.9,14.1,85,114,
2011-12,22,2TM,NBA,PG,29,1,416,5.8,16.5,.351,1.3,4.3,.294,4.5,12.2,.371,.389,3.7,4.9,.744,1.0,3.9,4.9,12.1,0.8,0.3,4.5,2.9,16.5,96,111,
2011-12,22,HOU,NBA,PG,11,0,135,4.7,15.9,.293,0.8,3.5,.222,3.9,12.4,.313,.317,4.3,5.4,.786,0.4,2.7,3.1,10.9,1.2,0.4,3.5,3.1,14.3,92,110,
2011-12,22,POR,NBA,PG,18,1,281,6.4,16.9,.378,1.5,4.7,.320,4.9,12.2,.400,.422,3.4,4.7,.720,1.3,4.5,5.8,12.7,0.6,0.2,5.1,2.8,17.6,98,111,
2012-13,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2013-14,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2014-15,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,163,90,3738,7.4,18.5,.400,1.6,4.7,.338,5.8,13.8,.420,.442,3.8,4.7,.809,0.6,3.5,4.1,8.5,1.6,0.1,5.1,2.4,20.2,94,114,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,134,89,3322,7.6,18.7,.405,1.6,4.7,.343,6.0,14.0,.426,.448,3.8,4.7,.817,0.5,3.5,4.0,8.1,1.7,0.1,5.2,2.3,20.6,94,114,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,18,1,281,6.4,16.9,.378,1.5,4.7,.320,4.9,12.2,.400,.422,3.4,4.7,.720,1.3,4.5,5.8,12.7,0.6,0.2,5.1,2.8,17.6,98,111,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,11,0,135,4.7,15.9,.293,0.8,3.5,.222,3.9,12.4,.313,.317,4.3,5.4,.786,0.4,2.7,3.1,10.9,1.2,0.4,3.5,3.1,14.3,92,110,
