Season,Team,Lg,Salary
2009-10,Minnesota Timberwolves,NBA,"$2,969,280"
2010-11,Minnesota Timberwolves,NBA,"$3,192,000"
2011-12,Houston Rockets,NBA,"$3,414,720"
Career,(may be incomplete),,"$9,576,000"
