Season,Team,Lg,Salary
2018-19,Atlanta Hawks,NBA,"$1,620,480"
2019-20,Minnesota Timberwolves,NBA,"$1,897,800"
2020-21,New York Knicks,NBA,"$1,988,280"
Career,(may be incomplete),,"$5,506,560"
