Season,Team,Lg,Salary
2021-22,Denver Nuggets,NBA,"$2,096,880"
2022-23,Los Angeles Clippers,NBA,"$2,201,520"
2023-24,Los Angeles Clippers,NBA,"$2,306,400"
2024-25,Atlanta Hawks,NBA,"$4,158,439"
2024-25,Minnesota Timberwolves,NBA,(TW)
Career,(may be incomplete),,"$10,763,239"
