Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2011-12,25,UTA,NBA,SF,4.0,0.0,73.0,9.0,19.0,0.474,1.0,5.0,0.2,8.0,14.0,0.571,0.5,0.0,0.0,,7.0,8.0,15.0,3.0,2.0,1.0,3.0,9.0,19.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,27,ATL,NBA,SF,7.0,7.0,246.0,23.0,49.0,0.469,9.0,22.0,0.409,14.0,27.0,0.519,0.561,7.0,11.0,0.636,12.0,22.0,34.0,11.0,5.0,3.0,8.0,21.0,62.0,0.0,
2014-15,28,ATL,NBA,SF,16.0,16.0,558.0,86.0,177.0,0.486,29.0,72.0,0.403,57.0,105.0,0.543,0.568,32.0,41.0,0.78,26.0,71.0,97.0,32.0,18.0,5.0,15.0,36.0,233.0,0.0,
2015-16,29,TOR,NBA,SF,20.0,19.0,596.0,62.0,159.0,0.39,26.0,79.0,0.329,36.0,80.0,0.45,0.472,27.0,36.0,0.75,23.0,58.0,81.0,17.0,18.0,7.0,18.0,62.0,177.0,0.0,
2016-17,30,TOR,NBA,SF,10.0,7.0,155.0,15.0,37.0,0.405,7.0,22.0,0.318,8.0,15.0,0.533,0.5,5.0,9.0,0.556,4.0,23.0,27.0,5.0,8.0,5.0,5.0,13.0,42.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,32,BRK,NBA,PF,5.0,3.0,119.0,9.0,38.0,0.237,7.0,24.0,0.292,2.0,14.0,0.143,0.329,8.0,8.0,1.0,6.0,14.0,20.0,2.0,4.0,0.0,3.0,8.0,33.0,0.0,
2019-20,33,HOU,NBA,C,2.0,0.0,6.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,64.0,52.0,1753.0,205.0,481.0,0.426,79.0,224.0,0.353,126.0,257.0,0.49,0.508,79.0,105.0,0.752,78.0,199.0,277.0,71.0,55.0,21.0,52.0,150.0,568.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,67.0,2246.0,263.0,616.0,0.426,101.0,287.0,0.353,161.0,329.0,0.49,0.508,101.0,135.0,0.752,100.0,255.0,355.0,91.0,70.0,27.0,67.0,192.0,728.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),,30.0,26.0,751.0,77.0,196.0,0.393,33.0,101.0,0.327,44.0,95.0,0.463,0.477,32.0,45.0,0.711,27.0,81.0,108.0,22.0,26.0,12.0,23.0,75.0,219.0,0.0,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,23.0,23.0,804.0,109.0,226.0,0.482,38.0,94.0,0.404,71.0,132.0,0.538,0.566,39.0,52.0,0.75,38.0,93.0,131.0,43.0,23.0,8.0,23.0,57.0,295.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,5.0,3.0,119.0,9.0,38.0,0.237,7.0,24.0,0.292,2.0,14.0,0.143,0.329,8.0,8.0,1.0,6.0,14.0,20.0,2.0,4.0,0.0,3.0,8.0,33.0,0.0,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,4.0,0.0,73.0,9.0,19.0,0.474,1.0,5.0,0.2,8.0,14.0,0.571,0.5,0.0,0.0,,7.0,8.0,15.0,3.0,2.0,1.0,3.0,9.0,19.0,0.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,2.0,0.0,6.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,
