Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2010-11,22,TOR,NBA,C,12,0,59,3,15,0.2,0,0,3,15,0.2,0.2,0,2,0.0,7,7,14,2,2,2,3,5,6,0,
2011-12,23,TOR,NBA,C,14,0,122,13,36,0.361,0,0,13,36,0.361,0.361,7,8,0.875,15,32,47,3,2,9,5,11,33,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,26,0,181,16,51,0.314,0,0,16,51,0.314,0.314,7,10,0.7,22,39,61,5,4,11,8,16,39,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,571,50,161,0.314,0,0,50,161,0.314,0.314,22,32,0.7,69,123,192,16,13,35,25,50,123,0,
