"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2022-23,22,UTA,NBA,SG,59.0,22.0,1209.0,0.427,16.9,0.409,0.15,0.21,0.026,0.023,0.591,0.532,0.621,0.494,0.4,0.444,0.355,0.762,0.988,0.054,17.0,0.412,0.457,0.0,0.0,
2023-24,23,2TM,NBA,SG,78.0,28.0,1641.0,0.411,13.7,0.513,0.289,0.176,0.037,0.012,0.487,0.523,0.664,0.329,0.438,0.2,0.294,0.75,0.984,0.085,31.0,0.455,0.365,1.0,0.0,
2023-24,23,UTA,NBA,SG,51.0,10.0,1003.0,0.426,15.9,0.43,0.201,0.181,0.036,0.012,0.57,0.551,0.72,0.422,0.333,0.333,0.331,0.831,0.979,0.068,15.0,0.451,0.406,0.0,0.0,
2023-24,23,TOR,NBA,SG,27.0,18.0,638.0,0.391,11.4,0.625,0.408,0.168,0.038,0.011,0.375,0.496,0.627,0.194,0.571,0.0,0.217,0.667,1.0,0.109,16.0,0.464,0.281,1.0,0.0,
2024-25,24,TOR,NBA,SG,64.0,45.0,1739.0,0.498,13.2,0.526,0.365,0.124,0.028,0.009,0.474,0.587,0.672,0.439,0.2,0.4,0.399,0.794,0.96,0.069,33.0,0.542,0.416,0.0,0.0,
2025-26,25,TOR,NBA,SG,15.0,1.0,204.0,0.388,9.6,0.653,0.571,0.082,0.0,0.0,0.347,0.563,0.643,0.0,,,0.059,0.833,1.0,0.163,6.0,0.529,0.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,216.0,96.0,4793.0,0.448,13.4,0.494,0.29,0.162,0.029,0.014,0.506,0.553,0.66,0.414,0.341,0.368,0.346,0.775,0.976,0.073,87.0,0.474,0.402,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,36.0,1820.0,0.448,13.4,0.494,0.29,0.162,0.029,0.014,0.506,0.553,0.66,0.414,0.341,0.368,0.346,0.775,0.976,0.073,33.0,0.474,0.402,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (3 Yrs),TOR (3 Yrs),TOR (3 Yrs),TOR (3 Yrs),,106.0,64.0,2581.0,0.465,11.4,0.558,0.389,0.132,0.029,0.009,0.442,0.561,0.658,0.347,0.318,0.286,0.345,0.767,0.966,0.085,55.0,0.525,0.371,1.0,0.0,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,110.0,32.0,2212.0,0.427,16.4,0.417,0.17,0.198,0.03,0.019,0.583,0.54,0.667,0.468,0.368,0.417,0.346,0.79,0.984,0.06,32.0,0.427,0.437,0.0,0.0,
