Season,Team,Lg,Salary
2010-11,Cleveland Cavaliers,NBA,"$1,020,960"
2011-12,Cleveland Cavaliers,NBA,"$1,097,520"
2012-13,Orlando Magic,NBA,"$1,174,080"
Career,(may be incomplete),,"$3,292,560"
