"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2009-10,21,DET,NBA,SF,69.0,4.0,915.0,0.464,0.54,0.305,0.514,0.821,0.546,0.19,0.322,101.0,110.0,86.0,103.0,108.0,101.0,63.0,145.0,7.6,1.9,
2010-11,22,DET,NBA,SF,72.0,16.0,1446.0,0.41,0.415,0.401,0.483,0.759,0.518,0.229,0.365,89.0,85.0,112.0,97.0,99.0,96.0,76.0,165.0,-14.5,-24.5,
2011-12,23,DET,NBA,SF,41.0,4.0,603.0,0.322,0.364,0.21,0.35,0.814,0.394,0.189,0.273,72.0,76.0,60.0,72.0,108.0,75.0,69.0,121.0,-62.2,-65.3,
2012-13,24,2TM,NBA,SF,55.0,0.0,676.0,0.433,0.445,0.418,0.531,0.765,0.554,0.163,0.471,96.0,92.0,117.0,107.0,102.0,104.0,60.0,194.0,14.5,8.6,
2012-13,24,DET,NBA,SF,24.0,0.0,348.0,0.443,0.386,0.525,0.552,0.833,0.581,0.186,0.412,98.0,80.0,146.0,111.0,111.0,109.0,69.0,169.0,10.7,9.8,
2012-13,24,MEM,NBA,SF,31.0,0.0,328.0,0.423,0.509,0.345,0.514,0.688,0.529,0.144,0.523,94.0,105.0,96.0,103.0,91.0,99.0,53.0,215.0,3.8,-1.2,
2013-14,25,2TM,NBA,SF,22.0,1.0,148.0,0.353,0.387,0.324,0.441,0.6,0.456,0.147,0.544,78.0,79.0,90.0,88.0,79.0,84.0,52.0,210.0,-8.1,-12.3,
2013-14,25,TOR,NBA,SF,8.0,0.0,33.0,0.231,0.6,0.0,0.231,0.667,0.279,0.231,0.615,51.0,123.0,0.0,46.0,88.0,52.0,81.0,237.0,-7.0,-7.5,
2013-14,25,SAS,NBA,SF,14.0,1.0,115.0,0.382,0.346,0.414,0.491,0.571,0.499,0.127,0.527,84.0,71.0,115.0,98.0,76.0,92.0,45.0,203.0,-1.1,-4.8,
2014-15,26,2TM,NBA,SF,34.0,4.0,344.0,0.355,0.371,0.338,0.44,0.833,0.449,0.043,0.504,79.0,77.0,97.0,89.0,111.0,84.0,16.0,188.0,-15.9,-24.4,
2014-15,26,SAS,NBA,SF,26.0,4.0,268.0,0.348,0.362,0.333,0.43,1.0,0.441,0.035,0.496,77.0,75.0,95.0,87.0,133.0,83.0,13.0,185.0,-15.1,-21.7,
2014-15,26,ATL,NBA,SF,8.0,0.0,76.0,0.385,0.417,0.357,0.481,0.5,0.484,0.077,0.538,86.0,86.0,102.0,97.0,67.0,91.0,28.0,201.0,-0.8,-2.7,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,293.0,29.0,4132.0,0.402,0.433,0.351,0.469,0.778,0.5,0.182,0.379,89.0,89.0,99.0,94.0,103.0,93.0,63.0,162.0,-78.6,-116.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (4 Yrs),DET (4 Yrs),DET (4 Yrs),DET (4 Yrs),,206.0,24.0,3312.0,0.409,0.436,0.358,0.47,0.791,0.505,0.206,0.339,90.0,90.0,100.0,94.0,104.0,94.0,71.0,151.0,-58.4,-78.1,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,40.0,5.0,383.0,0.359,0.357,0.36,0.45,0.727,0.46,0.065,0.506,79.0,74.0,102.0,90.0,97.0,86.0,23.0,191.0,-16.2,-26.5,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,31.0,0.0,328.0,0.423,0.509,0.345,0.514,0.688,0.529,0.144,0.523,94.0,105.0,96.0,103.0,91.0,99.0,53.0,215.0,3.8,-1.2,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,8.0,0.0,76.0,0.385,0.417,0.357,0.481,0.5,0.484,0.077,0.538,86.0,86.0,102.0,97.0,67.0,91.0,28.0,201.0,-0.8,-2.7,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,8.0,0.0,33.0,0.231,0.6,0.0,0.231,0.667,0.279,0.231,0.615,51.0,123.0,0.0,46.0,88.0,52.0,81.0,237.0,-7.0,-7.5,
