Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2009-10,21,DET,NBA,SF,69.0,4.0,915.0,137.0,295.0,0.464,29.0,95.0,0.305,108.0,200.0,0.54,0.514,46.0,56.0,0.821,34.0,140.0,174.0,34.0,25.0,26.0,48.0,114.0,349.0,0.0,
2010-11,22,DET,NBA,SF,72.0,16.0,1446.0,193.0,471.0,0.41,69.0,172.0,0.401,124.0,299.0,0.415,0.483,82.0,108.0,0.759,64.0,210.0,274.0,78.0,39.0,39.0,59.0,165.0,537.0,0.0,
2011-12,23,DET,NBA,SF,41.0,4.0,603.0,73.0,227.0,0.322,13.0,62.0,0.21,60.0,165.0,0.364,0.35,35.0,43.0,0.814,14.0,77.0,91.0,33.0,22.0,21.0,40.0,62.0,194.0,0.0,
2012-13,24,2TM,NBA,SF,55.0,0.0,676.0,90.0,208.0,0.433,41.0,98.0,0.418,49.0,110.0,0.445,0.531,26.0,34.0,0.765,16.0,107.0,123.0,42.0,14.0,22.0,29.0,82.0,247.0,0.0,
2012-13,24,DET,NBA,SF,24.0,0.0,348.0,43.0,97.0,0.443,21.0,40.0,0.525,22.0,57.0,0.386,0.552,15.0,18.0,0.833,10.0,53.0,63.0,21.0,5.0,8.0,13.0,43.0,122.0,0.0,
2012-13,24,MEM,NBA,SF,31.0,0.0,328.0,47.0,111.0,0.423,20.0,58.0,0.345,27.0,53.0,0.509,0.514,11.0,16.0,0.688,6.0,54.0,60.0,21.0,9.0,14.0,16.0,39.0,125.0,0.0,
2013-14,25,2TM,NBA,SF,22.0,1.0,148.0,24.0,68.0,0.353,12.0,37.0,0.324,12.0,31.0,0.387,0.441,6.0,10.0,0.6,5.0,22.0,27.0,8.0,4.0,4.0,5.0,18.0,66.0,0.0,
2013-14,25,TOR,NBA,SF,8.0,0.0,33.0,3.0,13.0,0.231,0.0,8.0,0.0,3.0,5.0,0.6,0.231,2.0,3.0,0.667,2.0,5.0,7.0,2.0,0.0,0.0,0.0,4.0,8.0,0.0,
2013-14,25,SAS,NBA,SF,14.0,1.0,115.0,21.0,55.0,0.382,12.0,29.0,0.414,9.0,26.0,0.346,0.491,4.0,7.0,0.571,3.0,17.0,20.0,6.0,4.0,4.0,5.0,14.0,58.0,0.0,
2014-15,26,2TM,NBA,SF,34.0,4.0,344.0,50.0,141.0,0.355,24.0,71.0,0.338,26.0,70.0,0.371,0.44,5.0,6.0,0.833,10.0,65.0,75.0,17.0,12.0,5.0,23.0,39.0,129.0,0.0,
2014-15,26,SAS,NBA,SF,26.0,4.0,268.0,40.0,115.0,0.348,19.0,57.0,0.333,21.0,58.0,0.362,0.43,4.0,4.0,1.0,6.0,55.0,61.0,9.0,8.0,3.0,18.0,30.0,103.0,0.0,
2014-15,26,ATL,NBA,SF,8.0,0.0,76.0,10.0,26.0,0.385,5.0,14.0,0.357,5.0,12.0,0.417,0.481,1.0,2.0,0.5,4.0,10.0,14.0,8.0,4.0,2.0,5.0,9.0,26.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,293.0,29.0,4132.0,567.0,1410.0,0.402,188.0,535.0,0.351,379.0,875.0,0.433,0.469,200.0,257.0,0.778,143.0,621.0,764.0,212.0,116.0,117.0,204.0,480.0,1522.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,8.0,1156.0,159.0,395.0,0.402,53.0,150.0,0.351,106.0,245.0,0.433,0.469,56.0,72.0,0.778,40.0,174.0,214.0,59.0,32.0,33.0,57.0,134.0,426.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (4 Yrs),DET (4 Yrs),DET (4 Yrs),DET (4 Yrs),,206.0,24.0,3312.0,446.0,1090.0,0.409,132.0,369.0,0.358,314.0,721.0,0.436,0.47,178.0,225.0,0.791,122.0,480.0,602.0,166.0,91.0,94.0,160.0,384.0,1202.0,0.0,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,40.0,5.0,383.0,61.0,170.0,0.359,31.0,86.0,0.36,30.0,84.0,0.357,0.45,8.0,11.0,0.727,9.0,72.0,81.0,15.0,12.0,7.0,23.0,44.0,161.0,0.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,31.0,0.0,328.0,47.0,111.0,0.423,20.0,58.0,0.345,27.0,53.0,0.509,0.514,11.0,16.0,0.688,6.0,54.0,60.0,21.0,9.0,14.0,16.0,39.0,125.0,0.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,8.0,0.0,76.0,10.0,26.0,0.385,5.0,14.0,0.357,5.0,12.0,0.417,0.481,1.0,2.0,0.5,4.0,10.0,14.0,8.0,4.0,2.0,5.0,9.0,26.0,0.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,8.0,0.0,33.0,3.0,13.0,0.231,0.0,8.0,0.0,3.0,5.0,0.6,0.231,2.0,3.0,0.667,2.0,5.0,7.0,2.0,0.0,0.0,0.0,4.0,8.0,0.0,
