Season,Team,Lg,Salary
2009-10,Denver Nuggets,NBA,"$1,438,690"
2010-11,Denver Nuggets,NBA,"$1,546,560"
2011-12,Denver Nuggets,NBA,"$1,654,440"
2012-13,Denver Nuggets,NBA,"$2,544,529"
2013-14,Denver Nuggets,NBA,"$10,786,517"
2014-15,Denver Nuggets,NBA,"$11,595,506"
2015-16,Houston Rockets,NBA,"$12,404,495"
2015-16,Indiana Pacers,NBA,"$265,058"
2016-17,Sacramento Kings,NBA,"$1,315,448"
2017-18,Washington Wizards,NBA,"$8,313"
Career,(may be incomplete),,"$43,559,556"
