Season,Team,Lg,Salary
2006-07,Cleveland Cavaliers,NBA,"$971,280"
2007-08,Chicago Bulls,NBA,"$1,044,120"
2008-09,Los Angeles Lakers,NBA,"$797,581"
2009-10,Los Angeles Lakers,NBA,"$2,000,000"
2010-11,Los Angeles Lakers,NBA,"$2,200,000"
2011-12,Phoenix Suns,NBA,"$3,500,000"
2012-13,Phoenix Suns,NBA,"$3,500,000"
2013-14,Phoenix Suns,NBA,"$3,500,000"
Career,(may be incomplete),,"$17,512,981"
