Season,Team,Lg,Salary
2014-15,Los Angeles Lakers,NBA,"$2,997,360"
2015-16,Los Angeles Lakers,NBA,"$3,132,240"
2016-17,Los Angeles Lakers,NBA,"$3,267,120"
2017-18,Los Angeles Lakers,NBA,"$4,149,242"
2018-19,New Orleans Pelicans,NBA,"$8,641,000"
2019-20,New York Knicks,NBA,"$18,000,000"
2020-21,New York Knicks,NBA,"$18,900,000"
2021-22,New York Knicks,NBA,"$19,800,000"
2022-23,New York Knicks,NBA,"$23,760,000"
2023-24,New York Knicks,NBA,"$28,226,880"
2024-25,Minnesota Timberwolves,NBA,"$33,073,920"
Career,(may be incomplete),,"$163,947,762"
