"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2012-13,20.0,OKC,NBA,41:08,6.0,21.0,2.0,6.0,6.0,15.0,6.0,6.0,2.0,5.0,7.0,2.0,1.0,1.0,2.0,3.0,13.0,9.3
2013-14,21.0,OKC,NBA,34:56,9.0,17.0,4.0,8.0,8.0,13.0,5.0,5.0,2.0,6.0,8.0,6.0,4.0,3.0,3.0,6.0,22.0,22.1
2014-15,22.0,OKC,NBA,44:56,10.0,17.0,4.0,7.0,7.0,11.0,6.0,6.0,2.0,10.0,10.0,4.0,3.0,1.0,4.0,6.0,24.0,18.7
2015-16,23.0,CHO,NBA,34:10,9.0,14.0,3.0,7.0,9.0,12.0,7.0,8.0,3.0,10.0,13.0,4.0,4.0,3.0,3.0,6.0,22.0,20.5
2016-17,24.0,CHO,NBA,36:52,10.0,18.0,3.0,7.0,7.0,12.0,8.0,8.0,2.0,15.0,17.0,4.0,2.0,2.0,3.0,5.0,26.0,20.1
2017-18,25.0,CHO,NBA,38:17,11.0,17.0,4.0,8.0,9.0,15.0,8.0,10.0,3.0,9.0,10.0,7.0,4.0,3.0,4.0,5.0,32.0,28.2
2018-19,26.0,CHO,NBA,49:03,11.0,22.0,5.0,9.0,8.0,18.0,11.0,12.0,5.0,13.0,14.0,7.0,4.0,3.0,5.0,6.0,31.0,28.7
2019-20,27.0,IND,NBA,40:26,11.0,19.0,5.0,7.0,9.0,14.0,9.0,9.0,3.0,9.0,10.0,6.0,4.0,3.0,4.0,5.0,30.0,28.3
2020-21,28.0,IND,NBA,32:59,8.0,14.0,5.0,7.0,6.0,9.0,7.0,8.0,3.0,8.0,9.0,5.0,6.0,3.0,2.0,5.0,22.0,22.1
2021-22,29.0,TOT,NBA,30:39,6.0,12.0,4.0,8.0,5.0,9.0,8.0,10.0,3.0,7.0,7.0,6.0,3.0,2.0,3.0,4.0,23.0,26.8
2021-22,29.0,IND,NBA,28:10,6.0,12.0,4.0,7.0,4.0,8.0,8.0,10.0,3.0,6.0,7.0,6.0,3.0,2.0,3.0,4.0,23.0,26.8
2021-22,29.0,SAC,NBA,30:39,5.0,11.0,3.0,8.0,5.0,9.0,5.0,6.0,3.0,7.0,7.0,5.0,1.0,2.0,3.0,3.0,15.0,16.0
Career,,,,49:03,11.0,22.0,5.0,9.0,9.0,18.0,11.0,12.0,5.0,15.0,17.0,7.0,6.0,3.0,5.0,6.0,32.0,28.7
,,,,,,,,,,,,,,,,,,,,,,
4 Seasons,,CHO,NBA,49:03,11.0,22.0,5.0,9.0,9.0,18.0,11.0,12.0,5.0,15.0,17.0,7.0,4.0,3.0,5.0,6.0,32.0,28.7
3 Seasons,,OKC,NBA,44:56,10.0,21.0,4.0,8.0,8.0,15.0,6.0,6.0,2.0,10.0,10.0,6.0,4.0,3.0,4.0,6.0,24.0,22.1
3 Seasons,,IND,NBA,40:26,11.0,19.0,5.0,7.0,9.0,14.0,9.0,10.0,3.0,9.0,10.0,6.0,6.0,3.0,4.0,5.0,30.0,28.3
1 Season,,SAC,NBA,30:39,5.0,11.0,3.0,8.0,5.0,9.0,5.0,6.0,3.0,7.0,7.0,5.0,1.0,2.0,3.0,3.0,15.0,16.0
