Season,Team,Lg,Salary
2001-02,Portland Trail Blazers,NBA,"$1,019,280"
2002-03,Portland Trail Blazers,NBA,"$1,095,720"
2003-04,Portland Trail Blazers,NBA,"$1,172,160"
2004-05,Portland Trail Blazers,NBA,"$1,504,272"
2005-06,Portland Trail Blazers,NBA,"$10,666,667"
2006-07,Portland Trail Blazers,NBA,"$12,000,000"
2007-08,New York Knicks,NBA,"$13,333,333"
2008-09,Los Angeles Clippers,NBA,"$14,666,667"
2009-10,Memphis Grizzlies,NBA,"$16,000,000"
2010-11,Memphis Grizzlies,NBA,"$17,666,666"
2011-12,Memphis Grizzlies,NBA,"$15,200,000"
2012-13,Memphis Grizzlies,NBA,"$16,500,000"
2013-14,Memphis Grizzlies,NBA,"$17,800,000"
2014-15,Memphis Grizzlies,NBA,"$16,500,000"
2015-16,Memphis Grizzlies,NBA,"$9,638,555"
2016-17,Memphis Grizzlies,NBA,"$10,361,445"
2017-18,Sacramento Kings,NBA,"$12,307,692"
2018-19,Dallas Mavericks,NBA,"$11,692,308"
Career,(may be incomplete),,"$199,124,765"
