Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2017-18,19,OKC,NBA,SG,3,0,6,1,1,1.0,1,1,1.0,0,0,,1.5,0,0,1,0,1,1,0,0,0,2,3,0,
2018-19,20,OKC,NBA,SG,5,5,128,9,25,0.36,7,18,0.389,2,7,0.286,0.5,0,0,2,10,12,6,2,0,5,19,25,0,
2019-20,21,OKC,NBA,SF,4,1,42,2,11,0.182,2,10,0.2,0,1,0.0,0.273,0,0,1,3,4,1,1,0,1,3,6,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,12,6,176,12,37,0.324,10,29,0.345,2,8,0.25,0.459,0,0,4,13,17,8,3,0,6,24,34,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,41,1203,82,253,0.324,68,198,0.345,14,55,0.25,0.459,0,0,27,89,116,55,21,0,41,164,232,0,
