"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2017-18,19,OKC,NBA,WC1,UTA,L (2-4),3,2.0,1.0,0.3,0.3,0.0,0.0,1,1,1.0,1,1,1.0,0,0,,1.5,0,0,1,0,1,1,0,0,0,2,3,
2018-19,20,OKC,NBA,WC1,POR,L (1-4),5,25.6,5.0,2.4,1.2,0.4,0.0,9,25,0.36,7,18,0.389,2,7,0.286,0.5,0,0,2,10,12,6,2,0,5,19,25,
2019-20,22,OKC,NBA,WC1,HOU,L (3-4),4,10.5,1.5,1.0,0.3,0.3,0.0,2,11,0.182,2,10,0.2,0,1,0.0,0.273,0,0,1,3,4,1,1,0,1,3,6,
3 Yrs (3 Series),3 Yrs (3 Series),3 Yrs (3 Series),3 Yrs (3 Series),3 Yrs (3 Series),3 Yrs (3 Series),0-3,12,14.7,2.8,1.4,0.7,0.3,0.0,12,37,0.324,10,29,0.345,2,8,0.25,0.459,0,0,4,13,17,8,3,0,6,24,34,
