Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2007-08,22,PHO,NBA,SG,1,0,5,0.0,41.5,0.0,0.0,10.4,0.0,0.0,31.1,0.0,0.0,0.0,0.0,0.0,10.4,10.4,0.0,0.0,0.0,0.0,10.4,0.0,0,108,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,5,0.0,41.5,0.0,0.0,10.4,0.0,0.0,31.1,0.0,0.0,0.0,0.0,0.0,10.4,10.4,0.0,0.0,0.0,0.0,10.4,0.0,0,108,
