Highlight,Unnamed: 1,In Stathead
"Career high, Points",24.0,View full stats from top 20 games
"Career high, Rebounds",20.0,View full stats from top 20 games
"Career high, Assists",3.0,View full stats from top 20 games
"Career high, Steals",3.0,View full stats from top 20 games
"Career high, Blocks",6.0,View full stats from top 20 games
"Career high, Game Score",24.9,View full stats from top 20 games
