Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2015-16,21,BOS,NBA,PF,2,0,10,9.8,19.5,0.5,0.0,0.0,9.8,19.5,0.5,0.5,0.0,0.0,4.9,4.9,9.8,9.8,0.0,4.9,0.0,0.0,19.5,124,100,
2016-17,22,BOS,NBA,PF,2,0,18,5.7,14.2,0.4,0.0,0.0,5.7,14.2,0.4,0.4,0.0,0.0,0.0,14.2,14.2,0.0,0.0,2.8,2.8,8.5,11.4,64,111,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,4,0,28,7.2,16.2,0.444,0.0,0.0,7.2,16.2,0.444,0.444,0.0,0.0,1.8,10.8,12.6,3.6,0.0,3.6,1.8,5.4,14.4,91,107,
