"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2013-14,19.0,LSU,34,1116,172,322,0,5,91,131,77,267,36,21,106,78,74,435,0.534,0.0,0.695,32.8,12.8,7.9,1.1
2014-15,20.0,LSU,31,1081,191,379,1,9,95,147,99,308,40,29,112,101,81,478,0.504,0.111,0.646,34.9,15.4,9.9,1.3
Career,,,65,2197,363,701,1,14,186,278,176,575,76,50,218,179,155,913,0.518,0.071,0.669,33.8,14.0,8.8,1.2
