"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('Unnamed: 20_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 25_level_0', 'Awards')"
2001-02,23,POR,NBA,C,33,1,245,0.406,2.4,1.0,0.688,0.25,0.063,0.0,0.0,0.406,0.545,0.125,0.0,0.769,0.219,7,0,0,
2002-03,24,POR,NBA,C,2,0,5,0.0,9.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0,0,0,
2003-04,25,POR,NBA,C,9,0,26,0.2,5.2,1.0,0.2,0.6,0.2,0.0,0.0,0.2,0.0,0.333,0.0,1.0,0.0,0,0,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,44,1,276,0.368,5.6,1.0,0.605,0.316,0.079,0.0,0.0,0.368,0.522,0.167,0.0,0.786,0.184,7,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,2,514,0.368,5.6,1.0,0.605,0.316,0.079,0.0,0.0,0.368,0.522,0.167,0.0,0.786,0.184,13,0,0,
