"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2013-14,23.0,BRK,NBA,20:49,2.0,4.0,0.0,0.0,2.0,4.0,3.0,6.0,2.0,4.0,6.0,1.0,2.0,2.0,2.0,5.0,5.0,4.5
2014-15,24.0,BRK,NBA,13:18,2.0,3.0,0.0,0.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,5.0,6.0,3.4
2015-16,25.0,POR,NBA,35:07,6.0,11.0,0.0,0.0,6.0,11.0,7.0,9.0,7.0,18.0,21.0,10.0,2.0,3.0,6.0,5.0,17.0,23.5
2018-19,28.0,DEN,NBA,24:29,4.0,7.0,0.0,1.0,4.0,7.0,3.0,5.0,4.0,8.0,9.0,4.0,5.0,2.0,3.0,5.0,8.0,11.6
2019-20,29.0,DEN,NBA,20:33,4.0,7.0,0.0,1.0,4.0,7.0,2.0,4.0,5.0,5.0,8.0,4.0,2.0,2.0,2.0,4.0,9.0,10.1
2022-23,32.0,LAC,NBA,23:54,6.0,7.0,0.0,0.0,6.0,7.0,8.0,9.0,7.0,8.0,11.0,3.0,1.0,1.0,2.0,4.0,20.0,24.4
2023-24,33.0,LAC,NBA,16:28,3.0,6.0,0.0,0.0,3.0,6.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,5.0,7.0,8.2
Career,,,,35:07,6.0,11.0,0.0,1.0,6.0,11.0,8.0,9.0,7.0,18.0,21.0,10.0,5.0,3.0,6.0,5.0,20.0,24.4
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,DEN,NBA,24:29,4.0,7.0,0.0,1.0,4.0,7.0,3.0,5.0,5.0,8.0,9.0,4.0,5.0,2.0,3.0,5.0,9.0,11.6
2 Seasons,,BRK,NBA,20:49,2.0,4.0,0.0,0.0,2.0,4.0,3.0,6.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,5.0,6.0,4.5
2 Seasons,,LAC,NBA,23:54,6.0,7.0,0.0,0.0,6.0,7.0,8.0,9.0,7.0,8.0,11.0,3.0,1.0,2.0,2.0,5.0,20.0,24.4
1 Season,,POR,NBA,35:07,6.0,11.0,0.0,0.0,6.0,11.0,7.0,9.0,7.0,18.0,21.0,10.0,2.0,3.0,6.0,5.0,17.0,23.5
