Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2018-19,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2019-20,21,DEN,NBA,SF,55,8,903,10.7,21.0,.509,3.4,8.0,.422,7.3,12.9,.564,.590,3.3,3.9,.833,3.6,10.6,14.2,2.5,1.5,1.4,2.7,5.5,28.0,118,109,
2020-21,22,DEN,NBA,SF,61,54,1912,11.5,21.1,.542,4.4,9.9,.445,7.1,11.2,.628,.646,2.7,3.5,.791,2.4,9.2,11.5,1.8,1.0,1.4,2.0,3.3,30.0,125,112,
2021-22,23,DEN,NBA,SF,9,9,265,6.8,19.1,.359,1.9,8.9,.208,5.0,10.2,.491,.408,0.9,1.7,.556,1.7,9.3,10.9,3.1,1.9,0.4,2.2,3.0,16.5,87,111,
2022-23,24,DEN,NBA,SF,62,62,1798,10.8,22.2,.487,5.1,12.4,.414,5.7,9.9,.579,.602,2.6,3.3,.800,1.7,7.5,9.3,1.8,1.0,0.8,1.8,3.2,29.4,118,115,
2023-24,25,DEN,NBA,SF,81,81,2565,10.1,20.9,.484,4.3,10.7,.397,5.8,10.1,.575,.586,1.8,2.1,.836,2.0,8.9,10.9,2.4,0.8,1.0,1.8,2.9,26.2,117,114,
2024-25,26,DEN,NBA,SF,77,77,2593,9.8,19.4,.504,3.6,9.1,.395,6.2,10.4,.599,.596,2.8,3.6,.768,2.6,7.5,10.0,3.1,0.9,0.7,1.9,2.9,25.9,122,118,
2025-26,27,BRK,NBA,SF,13,13,424,12.8,27.0,.474,4.7,13.1,.360,8.1,13.8,.583,.562,5.9,6.8,.864,1.7,9.8,11.5,4.8,1.3,0.2,3.3,3.3,36.2,116,122,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,358,304,10460,10.5,21.0,.499,4.1,10.3,.404,6.3,10.7,.589,.597,2.6,3.3,.801,2.3,8.5,10.8,2.5,1.0,1.0,2.0,3.3,27.7,119,114,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (6 Yrs),DEN (6 Yrs),DEN (6 Yrs),DEN (6 Yrs),,345,291,10036,10.4,20.7,.500,4.1,10.1,.406,6.3,10.6,.589,.599,2.5,3.1,.795,2.3,8.5,10.8,2.4,1.0,1.0,2.0,3.3,27.3,119,114,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,13,13,424,12.8,27.0,.474,4.7,13.1,.360,8.1,13.8,.583,.562,5.9,6.8,.864,1.7,9.8,11.5,4.8,1.3,0.2,3.3,3.3,36.2,116,122,
