Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2011-12,21,WAS,NBA,PF,57.0,20.0,1078.0,117.0,218.0,0.537,0.0,1.0,0.0,117.0,217.0,0.539,0.537,33.0,62.0,0.532,101.0,148.0,249.0,47.0,39.0,32.0,60.0,156.0,267.0,0.0,
2012-13,22,WAS,NBA,PF,51.0,4.0,601.0,57.0,114.0,0.5,0.0,1.0,0.0,57.0,113.0,0.504,0.5,12.0,39.0,0.308,43.0,79.0,122.0,28.0,15.0,17.0,27.0,107.0,126.0,0.0,
2013-14,23,2TM,NBA,PF,54.0,1.0,776.0,89.0,173.0,0.514,0.0,0.0,,89.0,173.0,0.514,0.514,19.0,56.0,0.339,81.0,110.0,191.0,21.0,53.0,35.0,36.0,121.0,197.0,0.0,
2013-14,23,WAS,NBA,PF,33.0,1.0,470.0,48.0,92.0,0.522,0.0,0.0,,48.0,92.0,0.522,0.522,8.0,30.0,0.267,53.0,60.0,113.0,10.0,26.0,19.0,22.0,64.0,104.0,0.0,
2013-14,23,DEN,NBA,PF,21.0,0.0,306.0,41.0,81.0,0.506,0.0,0.0,,41.0,81.0,0.506,0.506,11.0,26.0,0.423,28.0,50.0,78.0,11.0,27.0,16.0,14.0,57.0,93.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,162.0,25.0,2455.0,263.0,505.0,0.521,0.0,2.0,0.0,263.0,503.0,0.523,0.521,64.0,157.0,0.408,225.0,337.0,562.0,96.0,107.0,84.0,123.0,384.0,590.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,13.0,1243.0,133.0,256.0,0.521,0.0,1.0,0.0,133.0,255.0,0.523,0.521,32.0,79.0,0.408,114.0,171.0,284.0,49.0,54.0,43.0,62.0,194.0,299.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),,141.0,25.0,2149.0,222.0,424.0,0.524,0.0,2.0,0.0,222.0,422.0,0.526,0.524,53.0,131.0,0.405,197.0,287.0,484.0,85.0,80.0,68.0,109.0,327.0,497.0,0.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,21.0,0.0,306.0,41.0,81.0,0.506,0.0,0.0,,41.0,81.0,0.506,0.506,11.0,26.0,0.423,28.0,50.0,78.0,11.0,27.0,16.0,14.0,57.0,93.0,0.0,
