"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2007-08,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2008-09,21,POR,NBA,WC1,HOU,L (2-4),6,16.0,5.0,4.3,0.0,0.3,0.8,11,21,.524,0,0,11,21,.524,.524,8,12,.667,11,15,26,0,2,5,8,27,30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,26,MIA,NBA,ECF,IND,W (4-2),1,5.0,0.0,1.0,1.0,1.0,0.0,0,0,,0,0,0,0,,,0,0,,0,1,1,1,1,0,0,1,0,
2013-14,26,MIA,NBA,FIN,SAS,L (1-4),2,1.5,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,
2 Yrs (3 Series),2 Yrs (3 Series),2 Yrs (3 Series),2 Yrs (3 Series),2 Yrs (3 Series),2 Yrs (3 Series),1-2,9,11.6,3.3,3.0,0.1,0.3,0.6,11,21,.524,0,0,11,21,.524,.524,8,12,.667,11,16,27,1,3,5,8,29,30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),0-1,6,16.0,5.0,4.3,0.0,0.3,0.8,11,21,.524,0,0,11,21,.524,.524,8,12,.667,11,15,26,0,2,5,8,27,30,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),1-0,1,5.0,0.0,1.0,1.0,1.0,0.0,0,0,,0,0,0,0,,,0,0,,0,1,1,1,1,0,0,1,0,
FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),0-1,2,1.5,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,
