"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2005-06,19.0,WAS,NBA,17:43,4.0,7.0,1.0,3.0,3.0,6.0,5.0,6.0,6.0,3.0,7.0,3.0,1.0,2.0,2.0,5.0,9.0,9.4
2006-07,20.0,WAS,NBA,31:56,6.0,11.0,1.0,3.0,6.0,10.0,4.0,6.0,5.0,9.0,12.0,4.0,2.0,4.0,4.0,5.0,14.0,15.0
2007-08,21.0,WAS,NBA,40:09,12.0,17.0,1.0,1.0,11.0,16.0,8.0,10.0,7.0,10.0,15.0,5.0,3.0,5.0,5.0,6.0,26.0,24.7
2008-09,22.0,WAS,NBA,38:31,11.0,19.0,1.0,2.0,10.0,19.0,6.0,8.0,7.0,9.0,15.0,5.0,3.0,5.0,5.0,6.0,25.0,29.2
2009-10,23.0,WAS,NBA,51:03,17.0,31.0,2.0,3.0,17.0,30.0,10.0,10.0,7.0,15.0,18.0,13.0,5.0,3.0,8.0,5.0,36.0,28.5
2010-11,24.0,WAS,NBA,43:53,15.0,32.0,2.0,3.0,15.0,32.0,13.0,14.0,16.0,12.0,19.0,7.0,6.0,4.0,6.0,6.0,36.0,29.8
2011-12,25.0,WAS,NBA,38:44,10.0,20.0,1.0,2.0,10.0,20.0,8.0,10.0,4.0,10.0,12.0,5.0,3.0,3.0,4.0,5.0,28.0,23.4
2012-13,26.0,BRK,NBA,37:34,11.0,21.0,1.0,2.0,11.0,19.0,7.0,9.0,8.0,9.0,15.0,4.0,4.0,4.0,4.0,6.0,23.0,24.4
2013-14,27.0,BRK,NBA,39:16,11.0,20.0,3.0,4.0,11.0,20.0,9.0,9.0,6.0,11.0,14.0,6.0,4.0,3.0,6.0,5.0,25.0,22.8
Career,,,,51:03,17.0,32.0,3.0,4.0,17.0,32.0,13.0,14.0,16.0,15.0,19.0,13.0,6.0,5.0,8.0,6.0,36.0,29.8
,,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,WAS,NBA,51:03,17.0,32.0,2.0,3.0,17.0,32.0,13.0,14.0,16.0,15.0,19.0,13.0,6.0,5.0,8.0,6.0,36.0,29.8
2 Seasons,,BRK,NBA,39:16,11.0,21.0,3.0,4.0,11.0,20.0,9.0,9.0,8.0,11.0,15.0,6.0,4.0,4.0,6.0,6.0,25.0,24.4
