Season,Team,Lg,Salary
2012-13,Los Angeles Lakers,NBA,"$473,604"
2013-14,Los Angeles Lakers,NBA,"$788,872"
2014-15,Los Angeles Lakers,NBA,"$915,243"
2015-16,Los Angeles Lakers,NBA,"$981,348"
Career,(may be incomplete),,"$3,159,067"
