"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2011-12,20,GSW,NBA,C,42.0,23.0,568.0,0.421,6.6,0.995,0.416,0.301,0.172,0.105,0.005,0.423,0.575,0.333,0.278,0.318,0.0,0.568,0.105,16.0,0.0,0.0,0.0,
2012-13,21,2TM,NBA,C,21.0,0.0,68.0,0.375,8.4,1.0,0.333,0.292,0.083,0.292,0.0,0.375,0.375,0.429,0.5,0.286,,0.556,0.125,3.0,,0.0,0.0,
2012-13,21,GSW,NBA,C,20.0,0.0,63.0,0.375,8.4,1.0,0.333,0.292,0.083,0.292,0.0,0.375,0.375,0.429,0.5,0.286,,0.556,0.125,3.0,,0.0,0.0,
2012-13,21,ATL,NBA,C,1.0,0.0,5.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,
2013-14,22,NYK,NBA,C,41.0,0.0,398.0,0.517,6.4,1.0,0.44,0.25,0.207,0.103,0.0,0.517,0.647,0.414,0.5,0.25,,0.483,0.155,16.0,,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,104.0,23.0,1034.0,0.45,7.1,0.997,0.418,0.284,0.178,0.117,0.003,0.451,0.589,0.364,0.371,0.293,0.0,0.535,0.123,35.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,18.0,815.0,0.45,,0.997,0.418,0.284,0.178,0.117,0.003,0.451,0.589,0.364,0.371,0.293,0.0,0.535,0.123,28.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,62.0,23.0,631.0,0.416,7.5,0.996,0.408,0.3,0.163,0.124,0.004,0.418,0.558,0.343,0.289,0.31,0.0,0.567,0.107,19.0,0.0,0.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,41.0,0.0,398.0,0.517,6.4,1.0,0.44,0.25,0.207,0.103,0.0,0.517,0.647,0.414,0.5,0.25,,0.483,0.155,16.0,,0.0,0.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,1.0,0.0,5.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,
