"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2013-14,20,WAS,NBA,SF,3.0,0.0,6.0,0.333,0.5,0.0,0.333,,0.333,0.0,0.333,73.0,103.0,0.0,67.0,,62.0,0.0,128.0,
2014-15,21,WAS,NBA,SF,10.0,0.0,331.0,0.443,0.482,0.375,0.511,0.476,0.514,0.239,0.364,99.0,99.0,107.0,103.0,63.0,96.0,87.0,136.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,23,WAS,NBA,SF,13.0,13.0,428.0,0.532,0.671,0.282,0.583,0.886,0.635,0.321,0.358,116.0,133.0,79.0,113.0,115.0,115.0,119.0,113.0,
2017-18,24,WAS,NBA,SF,5.0,5.0,158.0,0.488,0.517,0.417,0.549,0.625,0.562,0.195,0.293,106.0,101.0,115.0,105.0,81.0,101.0,77.0,87.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,28,GSW,NBA,PF,19.0,3.0,371.0,0.494,0.633,0.404,0.617,0.778,0.63,0.117,0.61,107.0,119.0,114.0,116.0,100.0,111.0,47.0,153.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,50.0,21.0,1294.0,0.491,0.583,0.359,0.564,0.726,0.588,0.23,0.412,107.0,116.0,101.0,110.0,95.0,107.0,86.0,126.0,
,,,,,,,,,,,,,,,,,,,,,,,,
WAS (4 Yrs),WAS (4 Yrs),WAS (4 Yrs),WAS (4 Yrs),,31.0,18.0,923.0,0.49,0.573,0.333,0.548,0.719,0.576,0.266,0.349,108.0,115.0,94.0,108.0,94.0,105.0,99.0,117.0,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,19.0,3.0,371.0,0.494,0.633,0.404,0.617,0.778,0.63,0.117,0.61,107.0,119.0,114.0,116.0,100.0,111.0,47.0,153.0,
