Highlight,Unnamed: 1,In Stathead
"Career high, Points",37.0,View full stats from top 20 games
"Career high, Rebounds",16.0,View full stats from top 20 games
"Career high, Assists",8.0,View full stats from top 20 games
"Career high, Steals",6.0,View full stats from top 20 games
"Career high, Blocks",4.0,View full stats from top 20 games
"Career high, Game Score",40.4,View full stats from top 20 games
