Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2012-13,23,LAL,NBA,C,2,0,4,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,26.1,26.1,0.0,13.0,0.0,0.0,0.0,0.0,0,80,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,4,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,26.1,26.1,0.0,13.0,0.0,0.0,0.0,0.0,0,80,
