Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2016-17,20,MIL,NBA,SG,3,0,10,7.2,14.4,0.5,7.2,7.2,1.0,0.0,7.2,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,10,7.2,14.4,0.5,7.2,7.2,1.0,0.0,7.2,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,
