Season,Team,Lg,Salary
2005-06,Charlotte Bobcats,NBA,"$1,619,280"
2006-07,Charlotte Bobcats,NBA,"$1,740,720"
2007-08,Charlotte Bobcats,NBA,"$1,862,160"
2008-09,Charlotte Bobcats,NBA,"$2,661,027"
2009-10,Sacramento Kings,NBA,"$884,881"
Career,(may be incomplete),,"$8,768,068"
