Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2023-24,20,ORL,NBA,SF,2,0,10,2,3,0.667,1,1,1.0,1,2,0.5,0.833,0,0,0,1,1,1,0,0,2,1,5,0,
2024-25,21,ORL,NBA,SF,1,0,4,2,2,1.0,2,2,1.0,0,0,,1.5,0,0,0,0,0,0,0,0,0,1,6,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3,0,14,4,5,0.8,3,3,1.0,1,2,0.5,1.1,0,0,0,1,1,1,0,0,2,2,11,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,383,109,137,0.8,82,82,1.0,27,55,0.5,1.1,0,0,0,27,27,27,0,0,55,55,301,0,
