Season,Team,Lg,Salary
2009-10,Oklahoma City Thunder,NBA,"$1,318,920"
2010-11,Oklahoma City Thunder,NBA,"$1,417,800"
2011-12,Oklahoma City Thunder,NBA,"$1,516,680"
2012-13,Portland Trail Blazers,NBA,"$2,338,721"
2013-14,Washington Wizards,NBA,"$2,016,000"
2014-15,Philadelphia 76ers,NBA,"$2,106,720"
Career,(may be incomplete),,"$10,714,841"
