Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2002-03,23,DET,NBA,PF,17.0,0.0,323.0,35.0,80.0,0.438,7.0,13.0,0.538,28.0,67.0,0.418,0.481,17.0,32.0,0.531,24.0,46.0,70.0,13.0,12.0,12.0,14.0,39.0,94.0,0.0,
2003-04,24,DET,NBA,PF,22.0,0.0,252.0,31.0,66.0,0.47,2.0,5.0,0.4,29.0,61.0,0.475,0.485,18.0,26.0,0.692,16.0,45.0,61.0,8.0,5.0,9.0,15.0,20.0,82.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,27,UTA,NBA,C,17.0,17.0,585.0,71.0,183.0,0.388,25.0,79.0,0.316,46.0,104.0,0.442,0.456,33.0,42.0,0.786,37.0,95.0,132.0,30.0,24.0,16.0,24.0,65.0,200.0,0.0,
2007-08,28,UTA,NBA,C,12.0,12.0,462.0,66.0,156.0,0.423,19.0,51.0,0.373,47.0,105.0,0.448,0.484,34.0,44.0,0.773,34.0,107.0,141.0,23.0,8.0,8.0,19.0,37.0,185.0,0.0,
2008-09,29,UTA,NBA,C,2.0,2.0,43.0,2.0,12.0,0.167,1.0,3.0,0.333,1.0,9.0,0.111,0.208,3.0,4.0,0.75,2.0,8.0,10.0,4.0,0.0,1.0,2.0,6.0,8.0,0.0,
2009-10,30,UTA,NBA,C,1.0,1.0,11.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,71.0,32.0,1676.0,207.0,499.0,0.415,55.0,152.0,0.362,152.0,347.0,0.438,0.47,107.0,150.0,0.713,114.0,302.0,416.0,78.0,49.0,46.0,75.0,167.0,576.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,37.0,1936.0,239.0,576.0,0.415,64.0,176.0,0.362,176.0,401.0,0.438,0.47,124.0,173.0,0.713,132.0,349.0,480.0,90.0,57.0,53.0,87.0,193.0,665.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),,32.0,32.0,1101.0,141.0,353.0,0.399,46.0,134.0,0.343,95.0,219.0,0.434,0.465,72.0,92.0,0.783,74.0,211.0,285.0,57.0,32.0,25.0,46.0,108.0,400.0,0.0,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,39.0,0.0,575.0,66.0,146.0,0.452,9.0,18.0,0.5,57.0,128.0,0.445,0.483,35.0,58.0,0.603,40.0,91.0,131.0,21.0,17.0,21.0,29.0,59.0,176.0,0.0,
