"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2015-16,21,OKC,NBA,PG,10.0,0.0,64.0,0.269,0.313,0.2,0.308,0.5,0.324,0.154,0.385,60.0,64.0,57.0,61.0,66.0,60.0,56.0,135.0,
2016-17,22,CHI,NBA,PG,1.0,0.0,4.0,0.5,0.0,1.0,0.75,,0.75,0.0,0.5,109.0,0.0,280.0,146.0,,136.0,0.0,158.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,26,PHO,NBA,PG,22.0,2.0,418.0,0.425,0.46,0.362,0.49,0.889,0.51,0.093,0.358,91.0,87.0,99.0,91.0,114.0,89.0,38.0,91.0,
2021-22,27,PHO,NBA,PG,13.0,0.0,172.0,0.297,0.386,0.167,0.331,0.833,0.352,0.081,0.405,64.0,73.0,47.0,62.0,108.0,62.0,33.0,102.0,
2022-23,28,PHO,NBA,PG,7.0,4.0,152.0,0.479,0.571,0.407,0.594,0.0,0.578,0.063,0.563,101.0,104.0,113.0,109.0,0.0,99.0,23.0,145.0,
2023-24,29,PHI,NBA,PG,5.0,0.0,61.0,0.4,0.286,0.444,0.56,,0.56,0.0,0.72,84.0,52.0,122.0,102.0,,97.0,0.0,182.0,
2024-25,30,NYK,NBA,PG,14.0,0.0,102.0,0.324,0.438,0.238,0.392,0.333,0.391,0.081,0.568,69.0,80.0,66.0,72.0,43.0,68.0,33.0,135.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,72.0,6.0,973.0,0.388,0.437,0.324,0.458,0.706,0.47,0.084,0.435,83.0,82.0,89.0,85.0,91.0,82.0,33.0,112.0,
,,,,,,,,,,,,,,,,,,,,,,,,
PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),,42.0,6.0,742.0,0.403,0.455,0.325,0.468,0.778,0.483,0.086,0.4,86.0,85.0,90.0,87.0,100.0,84.0,34.0,102.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,14.0,0.0,102.0,0.324,0.438,0.238,0.392,0.333,0.391,0.081,0.568,69.0,80.0,66.0,72.0,43.0,68.0,33.0,135.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,10.0,0.0,64.0,0.269,0.313,0.2,0.308,0.5,0.324,0.154,0.385,60.0,64.0,57.0,61.0,66.0,60.0,56.0,135.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,5.0,0.0,61.0,0.4,0.286,0.444,0.56,,0.56,0.0,0.72,84.0,52.0,122.0,102.0,,97.0,0.0,182.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,1.0,0.0,4.0,0.5,0.0,1.0,0.75,,0.75,0.0,0.5,109.0,0.0,280.0,146.0,,136.0,0.0,158.0,
