Season,Team,Lg,Salary
2009-10,Dallas Mavericks,NBA,"$1,075,440"
2010-11,Dallas Mavericks,NBA,"$1,156,080"
2011-12,Dallas Mavericks,NBA,"$1,236,720"
2012-13,Dallas Mavericks,NBA,"$2,227,333"
Career,(may be incomplete),,"$5,695,573"
