"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2007-08,20,GSW,NBA,PF,38,6,376,0,0,12,70,19,-3.4,-5.9,6,4,24,1,22,1,24,8,12,
2008-09,21,GSW,NBA,PF,39,23,688,0,0,0,81,19,-4.1,-0.1,9,8,49,3,41,2,49,11,18,
2009-10,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2010-11,23,2TM,NBA,PF,37,2,379,0,0,10,87,4,-7.9,-3.2,3,4,20,3,17,0,26,5,10,
2010-11,23,GSW,NBA,PF,21,1,195,0,0,14,80,7,-7.4,-4.9,2,3,11,2,8,0,11,4,4,
2010-11,23,NJN,NBA,PF,16,1,184,0,0,5,94,0,-8.6,-1.5,1,1,9,1,9,0,15,1,6,
2011-12,24,DAL,NBA,C,49,0,791,0,0,0,6,95,1.2,-0.1,4,11,35,1,40,0,33,10,17,
2012-13,25,DAL,NBA,C,64,16,1149,0,0,0,41,59,5.0,8.0,10,13,41,7,52,3,84,20,25,
2013-14,26,DAL,NBA,C,58,0,1077,0,0,0,2,98,5.8,4.5,7,20,50,4,50,1,78,12,17,
2014-15,27,3TM,NBA,PF,75,7,1449,0,0,0,67,33,0.5,-0.2,9,15,72,4,55,4,98,15,23,
2014-15,27,DAL,NBA,PF,27,0,505,0,0,0,67,33,7.9,5.6,3,5,32,1,25,2,26,8,8,
2014-15,27,BOS,NBA,PF,8,0,86,0,0,0,81,19,3.5,3.6,1,3,3,1,2,0,20,0,2,
2014-15,27,PHO,NBA,PF,40,7,858,0,0,0,65,35,-4.2,-4.0,5,7,37,2,28,2,52,7,13,
2015-16,28,MEM,NBA,PF,12,2,212,0,0,0,51,49,-12.2,-10.4,3,2,12,3,15,1,14,4,1,
2016-17,29,MEM,NBA,PF,28,5,447,0,0,0,69,32,4.7,4.5,4,4,25,1,17,0,36,5,11,
2017-18,30,2TM,NBA,PF,28,1,381,0,0,1,51,48,5.8,12.9,4,2,22,1,15,0,31,5,7,
2017-18,30,MEM,NBA,PF,27,1,366,0,0,1,49,50,4.8,12.4,4,2,21,1,15,0,31,5,7,
2017-18,30,HOU,NBA,PF,1,0,15,0,0,0,89,11,31.8,23.3,0,0,1,0,0,0,0,0,0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,428,62,6949,0,0,1,47,52,1.2,2.1,59,83,350,28,324,12,473,95,141,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,12,1331,0,0,1,47,52,1.2,2.1,11,16,67,5,62,2,91,18,27,
,,,,,,,,,,,,,,,,,,,,,,,,
DAL (4 Yrs),DAL (4 Yrs),DAL (4 Yrs),DAL (4 Yrs),,198,16,3522,0,0,0,25,75,4.8,4.8,24,49,158,13,167,6,221,50,67,
GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),,98,30,1259,0,0,6,77,17,-4.4,-2.6,17,15,84,6,71,3,84,23,34,
MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),,67,8,1025,0,0,0,58,42,1.3,4.3,11,8,58,5,47,1,81,14,19,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,40,7,858,0,0,0,65,35,-4.2,-4.0,5,7,37,2,28,2,52,7,13,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,16,1,184,0,0,5,94,0,-8.6,-1.5,1,1,9,1,9,0,15,1,6,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,8,0,86,0,0,0,81,19,3.5,3.6,1,3,3,1,2,0,20,0,2,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,1,0,15,0,0,0,89,11,31.8,23.3,0,0,1,0,0,0,0,0,0,
