"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2018-19,23,DEN,NBA,C,14,14,557,0.506,10.1,0.785,0.303,0.307,0.119,0.057,0.215,0.537,0.671,0.438,0.452,0.533,0.393,0.573,0.818,0.011,3,0.018,0.0,0,0,
2019-20,24,DEN,NBA,C,19,19,694,0.519,14.0,0.714,0.181,0.207,0.195,0.131,0.286,0.555,0.71,0.521,0.537,0.422,0.429,0.522,0.857,0.023,7,0.061,0.5,1,0,
2020-21,25,DEN,NBA,C,10,10,345,0.509,11.9,0.768,0.254,0.246,0.167,0.101,0.232,0.549,0.776,0.518,0.289,0.478,0.377,0.49,0.95,0.026,6,0.075,0.0,0,0,
2021-22,26,DEN,NBA,C,5,5,171,0.575,11.2,0.83,0.094,0.519,0.132,0.085,0.17,0.636,0.7,0.673,0.5,0.556,0.278,0.554,1.0,0.0,0,0.0,,0,0,
2022-23,27,DEN,NBA,C,20,20,789,0.548,10.3,0.816,0.15,0.522,0.097,0.048,0.184,0.568,0.726,0.56,0.475,0.35,0.461,0.563,0.714,0.019,8,0.013,0.0,2,0,Finals MVP-1
2023-24,28,DEN,NBA,C,12,12,482,0.545,10.3,0.783,0.25,0.422,0.078,0.033,0.217,0.623,0.787,0.563,0.526,0.375,0.264,0.521,0.857,0.041,10,0.019,1.0,2,0,
2024-25,29,DEN,NBA,C,14,14,563,0.489,14.0,0.735,0.127,0.392,0.146,0.071,0.265,0.528,0.882,0.514,0.282,0.474,0.38,0.433,0.741,0.004,1,0.056,0.25,8,0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,94,94,3601,0.525,11.7,0.772,0.196,0.368,0.133,0.075,0.228,0.565,0.743,0.541,0.435,0.446,0.388,0.525,0.818,0.019,35,0.04,0.294,13,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,82,3141,0.525,11.7,0.772,0.196,0.368,0.133,0.075,0.228,0.565,0.743,0.541,0.435,0.446,0.388,0.525,0.818,0.019,31,0.04,0.294,11,0,
