0
2015-16 All-Rookie (1st)
2018-19 All-NBA (1st)
2019-20 All-NBA (2nd)
2020-21 All-NBA (1st)
2021-22 All-NBA (1st)
2022-23 All-NBA (2nd)
2023-24 All-NBA (1st)
2024-25 All-NBA (1st)
