"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2020-21,24,DAL,NBA,WC1,LAC,L (3-4),7.0,16.3,8.0,2.6,1.4,0.0,0.0,20.0,44.0,0.455,6.0,13.0,0.462,14.0,31.0,0.452,0.523,10.0,13.0,0.769,6.0,12.0,18.0,10.0,0.0,0.0,4.0,6.0,56.0,
2021-22,25,DAL,NBA,WC1,UTA,W (4-2),6.0,38.0,27.8,4.8,4.2,0.8,0.0,61.0,126.0,0.484,12.0,33.0,0.364,49.0,93.0,0.527,0.532,33.0,39.0,0.846,5.0,24.0,29.0,25.0,5.0,0.0,4.0,10.0,167.0,
2021-22,25,DAL,NBA,WCS,PHO,W (4-3),7.0,33.1,18.7,4.4,2.9,1.1,0.0,52.0,116.0,0.448,5.0,20.0,0.25,47.0,96.0,0.49,0.47,22.0,26.0,0.846,7.0,24.0,31.0,20.0,8.0,0.0,11.0,16.0,131.0,
2021-22,25,DAL,NBA,WCF,GSW,L (1-4),5.0,33.8,18.0,4.6,4.2,0.2,0.2,32.0,69.0,0.464,9.0,22.0,0.409,23.0,47.0,0.489,0.529,17.0,25.0,0.68,3.0,20.0,23.0,21.0,1.0,1.0,4.0,12.0,90.0,
2022-23,26,NYK,NBA,EC1,CLE,W (4-1),5.0,37.6,24.0,4.2,4.8,2.2,0.2,45.0,103.0,0.437,9.0,31.0,0.29,36.0,72.0,0.5,0.481,21.0,22.0,0.955,5.0,16.0,21.0,24.0,11.0,1.0,12.0,9.0,120.0,
2022-23,26,NYK,NBA,ECS,MIA,L (2-4),6.0,42.5,31.0,5.5,6.3,0.8,0.0,64.0,127.0,0.504,17.0,49.0,0.347,47.0,78.0,0.603,0.571,41.0,46.0,0.891,4.0,29.0,33.0,38.0,5.0,0.0,11.0,17.0,186.0,
2023-24,27,NYK,NBA,EC1,PHI,W (4-2),6.0,43.8,35.5,4.5,9.0,0.7,0.2,75.0,175.0,0.429,14.0,46.0,0.304,61.0,129.0,0.473,0.469,49.0,63.0,0.778,5.0,22.0,27.0,54.0,4.0,1.0,17.0,14.0,213.0,
2023-24,27,NYK,NBA,ECS,IND,L (3-4),7.0,36.4,29.7,2.3,6.1,0.9,0.1,76.0,165.0,0.461,12.0,38.0,0.316,64.0,127.0,0.504,0.497,44.0,57.0,0.772,3.0,13.0,16.0,43.0,6.0,1.0,18.0,12.0,208.0,
2024-25,28,NYK,NBA,EC1,DET,W (4-2),6.0,40.0,31.5,4.0,8.2,0.3,0.3,65.0,149.0,0.436,15.0,45.0,0.333,50.0,104.0,0.481,0.487,44.0,54.0,0.815,7.0,17.0,24.0,49.0,2.0,2.0,16.0,20.0,189.0,
2024-25,28,NYK,NBA,ECS,BOS,W (4-2),6.0,38.0,26.2,3.8,7.2,0.5,0.2,53.0,119.0,0.445,18.0,46.0,0.391,35.0,73.0,0.479,0.521,33.0,40.0,0.825,5.0,18.0,23.0,43.0,3.0,1.0,15.0,20.0,157.0,
2024-25,28,NYK,NBA,ECF,IND,L (2-4),6.0,35.3,30.7,2.5,5.7,0.5,0.3,63.0,125.0,0.504,15.0,43.0,0.349,48.0,82.0,0.585,0.564,43.0,47.0,0.915,0.0,15.0,15.0,34.0,3.0,2.0,24.0,19.0,184.0,
5 Yrs (11 Series),5 Yrs (11 Series),5 Yrs (11 Series),5 Yrs (11 Series),5 Yrs (11 Series),5 Yrs (11 Series),6-5,67.0,35.6,25.4,3.9,5.4,0.7,0.1,606.0,1318.0,0.46,132.0,386.0,0.342,474.0,932.0,0.509,0.51,357.0,432.0,0.826,50.0,210.0,260.0,361.0,48.0,9.0,136.0,155.0,1701.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),1-1,13.0,26.3,17.2,3.6,2.7,0.4,0.0,81.0,170.0,0.476,18.0,46.0,0.391,63.0,124.0,0.508,0.529,43.0,52.0,0.827,11.0,36.0,47.0,35.0,5.0,0.0,8.0,16.0,223.0,
EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),3-0,17.0,40.6,30.7,4.2,7.5,1.0,0.2,185.0,427.0,0.433,38.0,122.0,0.311,147.0,305.0,0.482,0.478,114.0,139.0,0.82,17.0,55.0,72.0,127.0,17.0,4.0,45.0,43.0,522.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),1-0,7.0,33.1,18.7,4.4,2.9,1.1,0.0,52.0,116.0,0.448,5.0,20.0,0.25,47.0,96.0,0.49,0.47,22.0,26.0,0.846,7.0,24.0,31.0,20.0,8.0,0.0,11.0,16.0,131.0,
ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),1-2,19.0,38.8,29.0,3.8,6.5,0.7,0.1,193.0,411.0,0.47,47.0,133.0,0.353,146.0,278.0,0.525,0.527,118.0,143.0,0.825,12.0,60.0,72.0,124.0,14.0,2.0,44.0,49.0,551.0,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),0-1,5.0,33.8,18.0,4.6,4.2,0.2,0.2,32.0,69.0,0.464,9.0,22.0,0.409,23.0,47.0,0.489,0.529,17.0,25.0,0.68,3.0,20.0,23.0,21.0,1.0,1.0,4.0,12.0,90.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),0-1,6.0,35.3,30.7,2.5,5.7,0.5,0.3,63.0,125.0,0.504,15.0,43.0,0.349,48.0,82.0,0.585,0.564,43.0,47.0,0.915,0.0,15.0,15.0,34.0,3.0,2.0,24.0,19.0,184.0,
