0
"Jan 16, 2023 Player of the Week"
"Nov 20, 2023 Player of the Week"
"Jan 8, 2024 Player of the Week"
"Mar 18, 2024 Player of the Week"
"Apr 15, 2024 Player of the Week"
"Dec 2, 2024 Player of the Week"
"Mar 3, 2025 Player of the Week"
