Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2010-11,24,CHI,NBA,C,15.0,0.0,148.0,6.0,13.0,0.462,0.0,0.0,6.0,13.0,0.462,0.462,3.0,10.0,0.3,10.0,21.0,31.0,1.0,2.0,8.0,7.0,21.0,15.0,0.0,
2011-12,25,CHI,NBA,C,6.0,3.0,128.0,7.0,14.0,0.5,0.0,0.0,7.0,14.0,0.5,0.5,6.0,17.0,0.353,8.0,20.0,28.0,8.0,1.0,10.0,8.0,14.0,20.0,0.0,
2012-13,26,HOU,NBA,C,6.0,6.0,208.0,22.0,39.0,0.564,0.0,0.0,22.0,39.0,0.564,0.564,30.0,47.0,0.638,21.0,46.0,67.0,3.0,3.0,10.0,12.0,22.0,74.0,0.0,
2013-14,27,HOU,NBA,C,6.0,4.0,163.0,16.0,33.0,0.485,0.0,0.0,16.0,33.0,0.485,0.485,3.0,3.0,1.0,21.0,28.0,49.0,4.0,3.0,4.0,11.0,29.0,35.0,0.0,
2014-15,28,NOP,NBA,C,4.0,4.0,79.0,2.0,10.0,0.2,0.0,0.0,2.0,10.0,0.2,0.2,4.0,7.0,0.571,12.0,17.0,29.0,6.0,5.0,0.0,5.0,10.0,8.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,37.0,17.0,726.0,53.0,109.0,0.486,0.0,0.0,53.0,109.0,0.486,0.486,46.0,84.0,0.548,72.0,132.0,204.0,22.0,14.0,32.0,43.0,96.0,152.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,38.0,1609.0,117.0,242.0,0.486,0.0,0.0,117.0,242.0,0.486,0.486,102.0,186.0,0.548,160.0,293.0,452.0,49.0,31.0,71.0,95.0,213.0,337.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,21.0,3.0,276.0,13.0,27.0,0.481,0.0,0.0,13.0,27.0,0.481,0.481,9.0,27.0,0.333,18.0,41.0,59.0,9.0,3.0,18.0,15.0,35.0,35.0,0.0,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,12.0,10.0,371.0,38.0,72.0,0.528,0.0,0.0,38.0,72.0,0.528,0.528,33.0,50.0,0.66,42.0,74.0,116.0,7.0,6.0,14.0,23.0,51.0,109.0,0.0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,4.0,4.0,79.0,2.0,10.0,0.2,0.0,0.0,2.0,10.0,0.2,0.2,4.0,7.0,0.571,12.0,17.0,29.0,6.0,5.0,0.0,5.0,10.0,8.0,0.0,
