"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2004-05,18,GSW,NBA,C,30.0,1.0,384.0,0.577,2.6,0.987,0.692,0.256,0.038,0.0,0.013,0.584,0.722,0.3,0.0,,0.0,0.667,0.218,17.0,0.0,0.0,0.0,
2005-06,19,GSW,NBA,C,68.0,2.0,1000.0,0.638,1.9,1.0,0.762,0.211,0.022,0.005,0.0,0.638,0.73,0.359,0.25,0.0,,0.729,0.216,38.0,,0.0,0.0,
2006-07,20,GSW,NBA,C,82.0,63.0,2382.0,0.599,1.9,1.0,0.744,0.251,0.003,0.002,0.0,0.599,0.667,0.404,0.5,0.0,,0.716,0.131,76.0,,0.0,0.0,
2007-08,21,GSW,NBA,C,76.0,59.0,2078.0,0.626,1.6,1.0,0.805,0.19,0.006,0.0,0.0,0.626,0.68,0.417,0.0,,,0.715,0.118,62.0,,0.0,0.0,
2008-09,22,GSW,NBA,C,62.0,58.0,1863.0,0.578,2.0,0.998,0.749,0.244,0.004,0.002,0.002,0.579,0.672,0.3,0.0,1.0,0.0,0.636,0.133,67.0,0.0,0.0,0.0,
2009-10,23,GSW,NBA,C,33.0,29.0,763.0,0.591,2.7,1.0,0.657,0.336,0.007,0.0,0.0,0.591,0.711,0.37,0.0,,,0.704,0.19,26.0,,0.0,0.0,
2010-11,24,GSW,NBA,C,59.0,55.0,1397.0,0.534,3.7,1.0,0.538,0.447,0.015,0.0,0.0,0.534,0.643,0.412,0.25,,,0.676,0.113,29.0,,0.0,0.0,
2011-12,25,GSW,NBA,C,47.0,35.0,739.0,0.609,3.4,1.0,0.594,0.359,0.047,0.0,0.0,0.609,0.737,0.478,0.0,,,0.769,0.203,13.0,,0.0,0.0,
2012-13,26,GSW,NBA,C,53.0,9.0,495.0,0.476,2.9,1.0,0.714,0.286,0.0,0.0,0.0,0.476,0.533,0.333,,,,0.8,0.095,2.0,,0.0,0.0,
2013-14,27,UTA,NBA,C,6.0,0.0,45.0,1.0,3.7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,,,,1.0,0.0,0.0,,0.0,0.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,516.0,311.0,11146.0,0.594,2.6,0.999,0.726,0.263,0.009,0.001,0.001,0.595,0.679,0.381,0.136,0.333,0.0,0.696,0.141,330.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,49.0,1771.0,0.594,2.6,0.999,0.726,0.263,0.009,0.001,0.001,0.595,0.679,0.381,0.136,0.333,0.0,0.696,0.141,52.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSW (9 Yrs),GSW (9 Yrs),GSW (9 Yrs),GSW (9 Yrs),,510.0,311.0,11101.0,0.594,2.5,0.999,0.726,0.262,0.009,0.001,0.001,0.595,0.679,0.38,0.136,0.333,0.0,0.695,0.141,330.0,0.0,0.0,0.0,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,6.0,0.0,45.0,1.0,3.7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,,,,1.0,0.0,0.0,,0.0,0.0,
