Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2004-05,24,MIA,NBA,PG,15.0,0.0,264.0,8.7,17.5,0.494,1.4,3.8,0.368,7.3,13.7,0.529,0.534,3.4,4.2,0.81,0.2,3.0,3.2,5.0,1.2,0.2,2.8,6.9,22.2,109.0,107.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,26,ORL,NBA,SG,4.0,0.0,65.0,10.4,21.6,0.48,0.9,2.6,0.333,9.5,19.0,0.5,0.5,3.5,5.2,0.667,0.9,5.2,6.0,4.3,1.7,0.9,1.7,6.0,25.1,109.0,113.0,
2007-08,27,ORL,NBA,PG,10.0,0.0,148.0,8.2,20.8,0.393,3.3,8.5,0.391,4.8,12.2,0.394,0.473,4.8,5.6,0.867,0.7,3.0,3.7,2.6,2.2,0.4,2.2,8.2,24.5,109.0,111.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,31,BOS,NBA,SG,20.0,0.0,212.0,5.4,12.4,0.438,2.8,7.2,0.393,2.6,5.2,0.5,0.552,0.5,0.8,0.667,0.5,3.4,3.9,3.6,1.5,1.0,0.8,7.7,14.2,113.0,102.0,
2012-13,32,MEM,NBA,PG,14.0,0.0,114.0,3.8,11.4,0.333,2.4,6.2,0.385,1.4,5.2,0.273,0.438,2.9,2.9,1.0,0.0,2.4,2.4,1.9,0.5,0.0,1.4,6.7,12.9,102.0,111.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,63.0,0.0,803.0,7.2,16.2,0.442,2.2,5.8,0.384,4.9,10.4,0.474,0.51,2.8,3.4,0.824,0.4,3.2,3.6,3.7,1.4,0.5,1.9,7.2,19.4,109.0,107.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,14.0,0.0,213.0,8.8,21.0,0.42,2.6,6.7,0.385,6.2,14.3,0.436,0.481,4.4,5.4,0.81,0.8,3.6,4.4,3.1,2.1,0.5,2.1,7.5,24.6,109.0,111.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,20.0,0.0,212.0,5.4,12.4,0.438,2.8,7.2,0.393,2.6,5.2,0.5,0.552,0.5,0.8,0.667,0.5,3.4,3.9,3.6,1.5,1.0,0.8,7.7,14.2,113.0,102.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,15.0,0.0,264.0,8.7,17.5,0.494,1.4,3.8,0.368,7.3,13.7,0.529,0.534,3.4,4.2,0.81,0.2,3.0,3.2,5.0,1.2,0.2,2.8,6.9,22.2,109.0,107.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,14.0,0.0,114.0,3.8,11.4,0.333,2.4,6.2,0.385,1.4,5.2,0.273,0.438,2.9,2.9,1.0,0.0,2.4,2.4,1.9,0.5,0.0,1.4,6.7,12.9,102.0,111.0,
