PLAYER_ID,FIRST_NAME,LAST_NAME,found,url,error
2090,Justin,Love,True,https://www.sports-reference.com/cbb/players/justin-love-1.html,
12144,Brandon,Kurtz,True,https://www.sports-reference.com/cbb/players/brandon-kurtz-1.html,
12143,Kenyon,Jones,True,https://www.sports-reference.com/cbb/players/kenyon-jones-1.html,
12142,Nate,Johnson,True,https://www.sports-reference.com/cbb/players/nate-johnson-1.html,
12141,Jacob,Jaacks,True,https://www.sports-reference.com/cbb/players/jacob-jaacks-1.html,
2111,Jimmie,Hunter,True,https://www.sports-reference.com/cbb/players/jimmie-hunter-1.html,
12140,Shaheen,Holloway,True,https://www.sports-reference.com/cbb/players/shaheen-holloway-1.html,
12139,Michael,Hermon,True,https://www.sports-reference.com/cbb/players/michael-hermon-1.html,
12138,Johnny,Hemsley,True,https://www.sports-reference.com/cbb/players/johnny-hemsley-1.html,
2110,Ron,Hale,True,https://www.sports-reference.com/cbb/players/ron-hale-1.html,
12137,A.J.,Granger,True,https://www.sports-reference.com/cbb/players/aj-granger-1.html,
12136,Marcus,Goree,True,https://www.sports-reference.com/cbb/players/marcus-goree-1.html,
12135,Ceedric,Goodwyn,True,https://www.sports-reference.com/cbb/players/ceedric-goodwyn-1.html,
2109,Eddie,Gill,True,https://www.sports-reference.com/cbb/players/eddie-gill-1.html,
12018,Vassil,Evtimov,False,,404 Not Found
2508,Gabe,Muoneke,True,https://www.sports-reference.com/cbb/players/gabe-muoneke-1.html,
12134,Schea,Cotton,True,https://www.sports-reference.com/cbb/players/schea-cotton-1.html,
12030,Jameel,Watkins,True,https://www.sports-reference.com/cbb/players/jameel-watkins-1.html,
12029,Jaquay,Walls,True,https://www.sports-reference.com/cbb/players/jaquay-walls-1.html,
12028,Bootsy,Thornton,True,https://www.sports-reference.com/cbb/players/bootsy-thornton-1.html,
12027,Jarrett,Stephens,True,https://www.sports-reference.com/cbb/players/jarrett-stephens-1.html,
12026,Nick,Sheppard,True,https://www.sports-reference.com/cbb/players/nick-sheppard-1.html,
12025,Karim,Shabazz,True,https://www.sports-reference.com/cbb/players/karim-shabazz-1.html,
