Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2003-04,23,BOS,NBA,PF,3,0,10,5.2,5.2,1.0,0.0,0.0,5.2,5.2,1.0,1.0,0.0,0.0,10.5,5.2,15.7,5.2,0.0,5.2,5.2,10.5,10.5,122,110,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,10,5.2,5.2,1.0,0.0,0.0,5.2,5.2,1.0,1.0,0.0,0.0,10.5,5.2,15.7,5.2,0.0,5.2,5.2,10.5,10.5,122,110,
