Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-13,PHO,,IND,"W, 133-98",*,12,5,6,0.833,1,2,0.5,1,2,0.5,0,1,1,2,1,0,0,0,12,12.1,8
2025-11-12,PHO,@,DAL,"W, 123-114",*,33,8,17,0.471,4,9,0.444,3,4,0.75,1,4,5,3,3,1,2,1,23,19.2,2
2025-11-10,PHO,,NOP,"W, 121-98",*,28,12,17,0.706,10,15,0.667,8,10,0.8,1,1,2,4,3,0,1,0,42,39.9,22
2025-11-08,PHO,@,LAC,"W, 114-103",*,31,5,12,0.417,4,7,0.571,0,0,,0,0,0,3,1,0,2,0,14,8.7,13
2025-11-06,PHO,,LAC,"W, 115-102",*,36,7,13,0.538,4,9,0.444,0,0,,0,3,3,4,3,1,2,4,18,15.5,22
