"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2017-18,20,UTA,NBA,C,1.0,0.0,2.0,0.5,0.5,,0.5,,0.5,0.0,0.0,109.0,98.0,,96.0,,90.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,22,UTA,NBA,C,6.0,0.0,48.0,0.222,0.222,,0.222,0.714,0.373,0.778,0.0,48.0,42.0,,42.0,92.0,66.0,299.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,24,CHI,NBA,C,2.0,0.0,8.0,1.0,1.0,,1.0,,1.0,0.0,0.0,217.0,188.0,,188.0,,177.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,27,IND,NBA,C,11.0,0.0,78.0,0.444,0.5,0.0,0.444,0.75,0.595,1.333,0.111,95.0,92.0,0.0,82.0,96.0,103.0,549.0,26.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,20.0,0.0,136.0,0.48,0.5,0.0,0.48,0.737,0.57,0.76,0.04,104.0,94.0,0.0,90.0,95.0,100.0,305.0,9.0,
,,,,,,,,,,,,,,,,,,,,,,,,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,7.0,0.0,50.0,0.273,0.273,,0.273,0.714,0.391,0.636,0.0,59.0,53.0,,52.0,92.0,69.0,245.0,0.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,11.0,0.0,78.0,0.444,0.5,0.0,0.444,0.75,0.595,1.333,0.111,95.0,92.0,0.0,82.0,96.0,103.0,549.0,26.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,2.0,0.0,8.0,1.0,1.0,,1.0,,1.0,0.0,0.0,217.0,188.0,,188.0,,177.0,0.0,0.0,
