Season,Team,Lg,Salary
2017-18,Philadelphia 76ers,NBA,"$7,026,240"
2018-19,Orlando Magic,NBA,"$8,339,880"
2019-20,Orlando Magic,NBA,"$9,745,200"
2020-21,Orlando Magic,NBA,"$12,288,697"
2021-22,Orlando Magic,NBA,"$16,500,000"
2022-23,Orlando Magic,NBA,"$16,500,000"
2023-24,Orlando Magic,NBA,"$17,000,000"
2024-25,Sacramento Kings,NBA,"$731,831"
Career,(may be incomplete),,"$88,131,848"
